VIN,Dealer,Make,MarketValue,Mileage,Model,Price,Year,modelYearId
1GTP8BEKXLZ122054,Sandy Sansing,Gmc,2600.0,16455.0,Sierra 1500,41675.0,2020,0
1C6SRFFT8KN783259,Sandy Sansing,Ram,34592.41071428572,34126.0,1500,41725.0,2019,9178
JTJBM7FX9H5172338,Sandy Sansing,Lexus,35912.5,32913.0,GX,41988.0,2017,7726
JTJBM7FX2H5176697,Sandy Sansing,Lexus,35912.5,38624.0,GX,41988.0,2017,7726
1GC1KYE8XDF187407,Sandy Sansing,Chevrolet,,73667.0,Silverado 2500HD,41991.0,2013,6426
5UXKR0C51J0X93136,Sandy Sansing,Bmw,,40416.0,X5,41998.0,2018,8553
5UXTY3C06L9B95249,Sandy Sansing,Bmw,2600.0,20495.0,X3,41998.0,2020,0
1GNSCJKCXGR249920,Sandy Sansing,Chevrolet,36825.0,58050.0,Suburban,41998.0,2016,7377
JTJBM7FXXH5158903,Sandy Sansing,Lexus,35912.5,31773.0,GX,42000.0,2017,7726
JTHGL5EF4F5055528,Sandy Sansing,Lexus,2600.0,43219.0,LS 460,42000.0,2015,0
1FTEW1CP5KKC30837,Sandy Sansing,Ford,38535.795454545456,17773.0,F-150,42000.0,2019,9675
1FTEW1EG9HFB20632,Sandy Sansing,Ford,33840.625,40869.0,F-150,42013.0,2017,7787
1FTEW1EG8JFA91792,Sandy Sansing,Ford,34787.5,20885.0,F-150,42175.0,2018,8096
JTJGZKCA6J2003038,Sandy Sansing,Lexus,,27902.0,RX,42500.0,2018,8982
1FTEW1E5XJKF19061,Sandy Sansing,Ford,34787.5,24052.0,F-150,42500.0,2018,8096
3GCPWCED6KG291435,Sandy Sansing,Chevrolet,39582.738095238084,1656.0,Silverado 1500,42500.0,2019,9174
1GCPWCED4KZ131408,Sandy Sansing,Chevrolet,39582.738095238084,10799.0,Silverado 1500,42500.0,2019,9174
3GTU2NEC8HG366324,Sandy Sansing,Gmc,30288.888888888887,33097.0,Sierra 1500,42500.0,2017,7596
1C4HJXEN7LW168491,Sandy Sansing,Jeep,2600.0,7760.0,Wrangler Unlimited,42525.0,2020,0
1C4BJWFG4HL594194,Sandy Sansing,Jeep,2600.0,17706.0,Wrangler Unlimited,42888.0,2017,0
YV4A22PL2J1324165,Sandy Sansing,Volvo,41809.09090909091,42578.0,XC90,42991.0,2018,8988
WA1LHAF73JD028752,Sandy Sansing,Audi,38145.0,25535.0,Q7,42998.0,2018,8336
1GCRYEED8KZ366781,Sandy Sansing,Chevrolet,39582.738095238084,4981.0,Silverado 1500,43000.0,2019,9174
3GCUKSEC7HG198075,Sandy Sansing,Chevrolet,29153.22580645161,38134.0,Silverado 1500,43500.0,2017,7788
1N6AA1E57KN530206,Sandy Sansing,Nissan,33483.333333333336,2941.0,Titan,43500.0,2019,9763
3GCUKREC5HG307836,Sandy Sansing,Chevrolet,29153.22580645161,13379.0,Silverado 1500,43500.0,2017,7788
1N6AA1E53KN522569,Sandy Sansing,Nissan,33483.333333333336,5282.0,Titan,43500.0,2019,9763
1C6SRFFT5KN599266,Sandy Sansing,Ram,34592.41071428572,17332.0,1500,43725.0,2019,9178
1C6RREFTXLN250940,Sandy Sansing,Ram,2600.0,13744.0,1500,43725.0,2020,0
1C4SDJCT1LC253288,Sandy Sansing,Dodge,2600.0,10871.0,Durango,43725.0,2020,0
3GCUKSEC8JG448283,Sandy Sansing,Chevrolet,31433.796296296296,23062.0,Silverado 1500,43990.0,2018,8753
3GCUKSEC1HG170496,Sandy Sansing,Chevrolet,29153.22580645161,49150.0,Silverado 1500,43991.0,2017,7788
5TFEY5F15LX256951,Sandy Sansing,Toyota,2600.0,25812.0,Tundra 2WD,44000.0,2020,0
1C4HJXEN7LW184531,Sandy Sansing,Jeep,2600.0,21790.0,Wrangler Unlimited,44000.0,2020,0
1GNSKBKCXKR391542,Sandy Sansing,Chevrolet,44720.83333333334,40033.0,Tahoe,44500.0,2019,9618
3GTU2NEC1JG381513,Sandy Sansing,Gmc,32937.5,51572.0,Sierra 1500,44649.0,2018,8878
3GCUYDED3LG111753,Sandy Sansing,Chevrolet,2600.0,15937.0,Silverado 1500,44681.0,2020,0
1C6SRFJT3KN822458,Sandy Sansing,Ram,34592.41071428572,60360.0,1500,44925.0,2019,9178
5UXKT0C34H0S81252,Sandy Sansing,Bmw,37179.16666666666,27806.0,X5,44988.0,2017,7793
3GCUKSEC6HG341095,Sandy Sansing,Chevrolet,29153.22580645161,44842.0,Silverado 1500,44989.0,2017,7788
3GCUKTECXHG327559,Sandy Sansing,Chevrolet,29153.22580645161,29588.0,Silverado 1500,44991.0,2017,7788
WA1A4AFY3J2014485,Sandy Sansing,Audi,2600.0,33018.0,SQ5,44998.0,2018,0
JN8AY2NF6K9350452,Sandy Sansing,Nissan,38241.66666666666,22955.0,Armada,45000.0,2019,9755
3GTU2PEJ6HG475634,Sandy Sansing,Gmc,30288.888888888887,34264.0,Sierra 1500,45000.0,2017,7596
3GCPWCEDXKG101149,Sandy Sansing,Chevrolet,39582.738095238084,11845.0,Silverado 1500,45000.0,2019,9174
1G1YD2D76F5106807,Sandy Sansing,Chevrolet,,24704.0,Corvette,45083.0,2015,7065
1GNSCBKC4LR179377,Sandy Sansing,Chevrolet,2600.0,16339.0,Tahoe,45098.0,2020,0
1GCGTEEN8K1331171,Sandy Sansing,Chevrolet,29688.09523809524,8547.0,Colorado,45500.0,2019,9573
1GCUYDED3LZ169037,Sandy Sansing,Chevrolet,2600.0,11454.0,Silverado 1500,45501.0,2020,0
2C3CDZC94FH773627,Sandy Sansing,Dodge,27085.714285714286,87303.0,Challenger,45615.0,2015,7016
1GNSCHKC9LR117329,Sandy Sansing,Chevrolet,2600.0,37739.0,Suburban,45834.0,2020,0
1GNSCBKC1HR238859,Sandy Sansing,Chevrolet,37837.5,24324.0,Tahoe,45989.0,2017,7729
1GKS1HKJ5GR348848,Sandy Sansing,Gmc,33920.833333333336,42123.0,Yukon XL,45995.0,2016,7372
1GNEVNKW9LJ155559,Sandy Sansing,Chevrolet,2600.0,10085.0,Traverse,46000.0,2020,0
1GNSCHKC6LR108541,Sandy Sansing,Chevrolet,2600.0,38928.0,Suburban,46115.0,2020,0
YV4102DLXL1487451,Sandy Sansing,Volvo,2600.0,5741.0,XC60,46588.0,2020,0
3GCUKSEC2HG118875,Sandy Sansing,Chevrolet,29153.22580645161,13890.0,Silverado 1500,46621.0,2017,7788
1GCUYEED4KZ103729,Sandy Sansing,Chevrolet,39582.738095238084,14852.0,Silverado 1500,46710.0,2019,9174
1FTEW1E56LFA64320,Sandy Sansing,Ford,2600.0,9093.0,F-150,46750.0,2020,0
6G3F15RW1HL300848,Sandy Sansing,Chevrolet,,24527.0,SS,46863.0,2017,7981
WBAJS1C03LCD85900,Sandy Sansing,Bmw,2600.0,20889.0,5 Series,46988.0,2020,0
5TFDW5F14KX817785,Sandy Sansing,Toyota,2600.0,9990.0,Tundra 4WD,46991.0,2019,0
1FT7W2BT9KEC31193,Sandy Sansing,Ford,2600.0,35012.0,Super Duty F-250 SRW,46991.0,2019,0
1GNSCBKC7LR101269,Sandy Sansing,Chevrolet,2600.0,39304.0,Tahoe,46997.0,2020,0
1GNSKHKC4HR351517,Sandy Sansing,Chevrolet,40809.375,39632.0,Suburban,47989.0,2017,7730
3GTU2NEC5HG280324,Sandy Sansing,Gmc,30288.888888888887,44642.0,Sierra 1500,47991.0,2017,7596
1FTEW1EF9HFA81029,Sandy Sansing,Ford,33840.625,49234.0,F-150,47991.0,2017,7787
5TFDW5F18KX819412,Sandy Sansing,Toyota,2600.0,17480.0,Tundra 4WD,47998.0,2019,0
1C6SRFLT8LN270289,Sandy Sansing,Ram,2600.0,20142.0,1500,48525.0,2020,0
WBA7F2C35HG423056,Sandy Sansing,Bmw,42012.5,39672.0,7 Series,48885.0,2017,7635
1FM5K8GC0LGB43648,Sandy Sansing,Ford,2600.0,20004.0,Explorer,48991.0,2020,0
1GCUYDED1KZ100233,Sandy Sansing,Chevrolet,39582.738095238084,27163.0,Silverado 1500,48991.0,2019,9174
5UXKU2C38H0U29072,Sandy Sansing,Bmw,42200.0,37827.0,X6,48998.0,2017,7792
1C6SRFJT8KN638665,Sandy Sansing,Ram,34592.41071428572,20485.0,1500,49725.0,2019,9178
1GC1KSEY5KF208450,Sandy Sansing,Chevrolet,,74093.0,Silverado 2500HD,49760.0,2019,9716
WBA4Z1C06LEE52048,Sandy Sansing,Bmw,2600.0,20165.0,4 Series,49885.0,2020,0
1GNSKBKCXLR153031,Sandy Sansing,Chevrolet,2600.0,20245.0,Tahoe,49974.0,2020,0
JTJBM7FX5K5219016,Sandy Sansing,Lexus,49300.0,28107.0,GX,49988.0,2019,9742
1FTEW1C46LFA50847,Sandy Sansing,Ford,2600.0,24360.0,F-150,49989.0,2020,0
5TDJY5G1XKS166325,Sandy Sansing,Toyota,45196.875,40508.0,Sequoia,49995.0,2019,9775
1GT12UEY9HF122868,Sandy Sansing,Gmc,,96397.0,Sierra 2500HD,49995.0,2017,7809
YV4A22PL6K1486107,Sandy Sansing,Volvo,49322.72727272727,29197.0,XC90,49998.0,2019,9632
3GCUKTEJ6JG301190,Sandy Sansing,Chevrolet,31433.796296296296,18509.0,Silverado 1500,50000.0,2018,8753
1GC1KSEY6KF208327,Sandy Sansing,Chevrolet,,47853.0,Silverado 2500HD,50325.0,2019,9716
1GKS1BKC4KR188372,Sandy Sansing,Gmc,44628.125,25687.0,Yukon,50991.0,2019,9619
2C3CDZFJXKH570659,Sandy Sansing,Dodge,40681.25,10338.0,Challenger,50995.0,2019,9625
JN8AZ2NE9K9230410,Sandy Sansing,Infiniti,51683.33333333334,41403.0,QX80,51222.0,2019,9268
1FMJK2AT0KEA58386,Sandy Sansing,Ford,2600.0,39420.0,Expedition Max,51472.0,2019,0
3GCUYEED1KG287320,Sandy Sansing,Chevrolet,39582.738095238084,10777.0,Silverado 1500,51500.0,2019,9174
5YMKT6C52G0R78673,Sandy Sansing,Bmw,2600.0,50476.0,X5 M,51888.0,2016,0
1FT7W2BT7KEC16627,Sandy Sansing,Ford,2600.0,58354.0,Super Duty F-250 SRW,51950.0,2019,0
3GTU9DED1KG259248,Sandy Sansing,Gmc,,17410.0,Sierra 1500,52500.0,2019,9254
1FMJU1KT4KEA53341,Sandy Sansing,Ford,47048.4375,17741.0,Expedition,52635.0,2019,9655
1FT7W2BT3KEC17211,Sandy Sansing,Ford,2600.0,48359.0,Super Duty F-250 SRW,52881.0,2019,0
WBA6D4C55HD977858,Sandy Sansing,Bmw,40200.0,32444.0,6 Series,52889.0,2017,7693
WA1VAAF7XKD026897,Sandy Sansing,Audi,,25946.0,Q7,53000.0,2019,9611
1GC1KSEY7KF242146,Sandy Sansing,Chevrolet,,43488.0,Silverado 2500HD,53320.0,2019,9716
1GNSKCKC3JR151334,Sandy Sansing,Chevrolet,,34836.0,Tahoe,53335.0,2018,8294
1C6JJTBG4LL100612,Sandy Sansing,Jeep,2600.0,13464.0,Gladiator,53525.0,2020,0
1C6SRFLTXKN687959,Sandy Sansing,Ram,34592.41071428572,14845.0,1500,53995.0,2019,9178
5UXKU6C30H0W38524,Sandy Sansing,Bmw,42200.0,16013.0,X6,54885.0,2017,7792
WBA4Z5C59JEA32767,Sandy Sansing,Bmw,33047.916666666664,12917.0,4 Series,54985.0,2018,8156
1GC1KWE81GF109705,Sandy Sansing,Chevrolet,,34467.0,Silverado 2500HD,54987.0,2016,7509
1C6JJTBGXLL100629,Sandy Sansing,Jeep,2600.0,16733.0,Gladiator,54995.0,2020,0
3C6UR5CL0JG222827,Sandy Sansing,Ram,34016.379310344826,59567.0,2500,56000.0,2018,8948
1FT7W2BT0HED64370,Sandy Sansing,Ford,2600.0,68889.0,Super Duty F-250 SRW,56991.0,2017,0
1FTEW1E49LFA23302,Sandy Sansing,Ford,2600.0,27182.0,F-150,56991.0,2020,0
1FTEW1E45KFA44887,Sandy Sansing,Ford,38535.795454545456,23257.0,F-150,56991.0,2019,9675
5UXCR4C05LLW64592,Sandy Sansing,Bmw,2600.0,5029.0,X5,57885.0,2020,0
1FT8W3DT7JEC36267,Sandy Sansing,Ford,2600.0,10969.0,Super Duty F-350 DRW,57991.0,2018,0
1FTEW1EG4JFB69663,Sandy Sansing,Ford,34787.5,26975.0,F-150,57991.0,2018,8096
1FT7W2BT3KEE24388,Sandy Sansing,Ford,2600.0,73748.0,Super Duty F-250 SRW,58640.0,2019,0
1FTFW1E42KFA44530,Sandy Sansing,Ford,38535.795454545456,13362.0,F-150,58991.0,2019,9675
1FT7W2BT0LEC23338,Sandy Sansing,Ford,2600.0,10834.0,Super Duty F-250 SRW,58991.0,2020,0
1FTEW1E44KFA44475,Sandy Sansing,Ford,38535.795454545456,24316.0,F-150,59991.0,2019,9675
1GKS2HKJ6KR397952,Sandy Sansing,Gmc,46181.25,37971.0,Yukon XL,61111.0,2019,9620
1FT7W2BT0HED31076,Sandy Sansing,Ford,2600.0,75320.0,Super Duty F-250 SRW,61991.0,2017,0
1FT7W2BT9KEC89966,Sandy Sansing,Ford,2600.0,63908.0,Super Duty F-250 SRW,62590.0,2019,0
1FT7W2BT5KED13888,Sandy Sansing,Ford,2600.0,69883.0,Super Duty F-250 SRW,62950.0,2019,0
1FT7W2BT3KED64161,Sandy Sansing,Ford,2600.0,56612.0,Super Duty F-250 SRW,62991.0,2019,0
1FTFW1RG7KFA08532,Sandy Sansing,Ford,38535.795454545456,38622.0,F-150,63991.0,2019,9675
3C63R3LL6KG627561,Sandy Sansing,Ram,,5.0,3500,64725.0,2019,9766
1GT12UEYXJF280349,Sandy Sansing,Gmc,,36372.0,Sierra 2500HD,64991.0,2018,8879
1FT7W2BT6HEF46753,Sandy Sansing,Ford,2600.0,23442.0,Super Duty F-250 SRW,64991.0,2017,0
1GNSKCKJ5KR405268,Sandy Sansing,Chevrolet,44720.83333333334,14058.0,Tahoe,66250.0,2019,9618
1FT7W2BT4HED84539,Sandy Sansing,Ford,2600.0,34354.0,Super Duty F-250 SRW,68991.0,2017,0
1FT7W2BT4HED91748,Sandy Sansing,Ford,2600.0,48681.0,Super Duty F-250 SRW,69991.0,2017,0
5UXJU2C51KLN64283,Sandy Sansing,Bmw,54325.0,17331.0,X5,76488.0,2019,9584
1FT8W3DT4KEC78090,Sandy Sansing,Ford,2600.0,30417.0,Super Duty F-350 DRW,77991.0,2019,0
WBS4Z9C0XL5P04861,Sandy Sansing,Bmw,2600.0,7998.0,M4,78498.0,2020,0
5YMKW8C53K0Y75063,Sandy Sansing,Bmw,2600.0,19183.0,X6 M,87488.0,2019,0
1G1AL55F467729410,Pete Moore,Chevrolet,3578.125,104746.0,Cobalt,5995.0,2006,4456
1J4GL48K17W670371,Pete Moore,Jeep,4743.75,151121.0,Liberty,5995.0,2007,4766
YS3FB79N756006662,Pete Moore,Saab,3754.166666666666,99361.0,9-3,5995.0,2005,4108
4M2CU87188KJ01621,Pete Moore,Mercury,,160654.0,Mariner,5995.0,2008,4846
4M2CN8H76AKJ04054,Pete Moore,Mercury,,223632.0,Mariner,5995.0,2010,5601
3GNDA23P26S566446,Pete Moore,Chevrolet,3225.0,144210.0,HHR,6995.0,2006,4451
5FNRL38788B026098,Pete Moore,Honda,5887.5,195877.0,Odyssey,6995.0,2008,5046
3N1CN7APXDL846117,Pete Moore,Nissan,5093.75,62005.0,Versa,6995.0,2013,6523
2G1WC581969364369,Pete Moore,Chevrolet,3905.0,,Impala,7995.0,2006,4450
1G1ZH57B49F156971,Pete Moore,Chevrolet,5381.25,71953.0,Malibu,7995.0,2009,5232
1G1ZB5EB6AF268020,Pete Moore,Chevrolet,5637.5,152271.0,Malibu,7995.0,2010,5560
2GNALDEC9B1151827,Pete Moore,Chevrolet,7066.666666666668,160053.0,Equinox,7995.0,2011,6037
1FMEU63E86ZA22753,Pete Moore,Ford,5218.75,202203.0,Explorer,7995.0,2006,4416
JN8AZ1MU8BW056737,Pete Moore,Nissan,,174131.0,Murano,7995.0,2011,6000
4T1BE32K44U810977,Pete Moore,Toyota,4664.285714285715,141713.0,Camry,7995.0,2004,3780
2T1BU4EEXAC510825,Pete Moore,Toyota,7175.0,116747.0,Corolla,7995.0,2010,5462
1VWBT7A31EC038700,Pete Moore,Volkswagen,9385.416666666666,145473.0,Passat,7995.0,2014,6832
5GZER33758J293016,Pete Moore,Saturn,5718.75,139802.0,Outlook,7995.0,2008,4966
ML32F3FJ1HHF17920,Pete Moore,Mitsubishi,2600.0,38200.0,Mirage G4,8595.0,2017,0
2A4RR8DX5AR395040,Pete Moore,Chrysler,6350.0,97109.0,Town & Country,8995.0,2010,5555
2CNALDEC5B6260678,Pete Moore,Chevrolet,7066.666666666668,132852.0,Equinox,9995.0,2011,6037
2GNALDEK0C6340555,Pete Moore,Chevrolet,7975.0,133607.0,Equinox,9995.0,2012,6236
1FMCU0F75HUD04768,Pete Moore,Ford,15770.0,172218.0,Escape,9995.0,2017,7588
5XYZU3LB5EG134577,Pete Moore,Hyundai,12556.25,180894.0,Santa Fe Sport,9995.0,2014,6931
KNDJT2A51D7546482,Pete Moore,Kia,7925.0,109194.0,Soul,9995.0,2013,6460
3VWLX7AJ4CM471236,Pete Moore,Volkswagen,2600.0,49693.0,Jetta Sedan,9995.0,2012,0
1G1PA5SH4F7153517,Pete Moore,Chevrolet,,64435.0,Cruze,10995.0,2015,7023
KNDJT2A63C7747095,Pete Moore,Kia,6816.666666666668,72743.0,Soul,10995.0,2012,6121
5XYPG4A32GG085891,Pete Moore,Kia,19385.0,129906.0,Sorento,10995.0,2016,7253
JTHBJ46G182171050,Pete Moore,Lexus,2600.0,91277.0,ES 350,10995.0,2008,0
ML32F3FJ4KHF01766,Pete Moore,Mitsubishi,2600.0,24230.0,Mirage G4,10995.0,2019,0
2G4GK5EX8E9272705,Pete Moore,Buick,11454.166666666664,71366.0,Regal,11995.0,2014,6701
1GNALBEK0GZ106818,Pete Moore,Chevrolet,14350.0,92384.0,Equinox,11995.0,2016,7326
KL8CB6SA7GC584673,Pete Moore,Chevrolet,,16483.0,Spark,11995.0,2016,7324
1J4RR6GT8BC700716,Pete Moore,Jeep,10595.833333333334,180125.0,Grand Cherokee,11995.0,2011,5732
JTDZN3EU1E3325705,Pete Moore,Toyota,,122716.0,Prius v,11995.0,2014,6816
2T3YFREV9DW064131,Pete Moore,Toyota,,152423.0,RAV4,12995.0,2013,6555
3KPC24A38KE064031,Pete Moore,Hyundai,15568.75,34091.0,Accent,13477.0,2019,9723
1G1BE5SM8G7251690,Pete Moore,Chevrolet,11487.5,59193.0,Cruze,13675.0,2016,7378
1FTNE1EWXCDA31943,Pete Moore,Ford,2600.0,112149.0,Econoline Cargo Van,13900.0,2012,0
2G1WB5E37F1117715,Pete Moore,Chevrolet,2600.0,49190.0,Impala Limited,13995.0,2015,0
1FAHP2KT5EG133696,Pete Moore,Ford,,101688.0,Taurus,13995.0,2014,6721
5NPE34AF4FH032310,Pete Moore,Hyundai,12853.125,99976.0,Sonata,13995.0,2015,7019
KNDJN2A25G7851178,Pete Moore,Kia,11800.0,27625.0,Soul,13995.0,2016,7441
KNAFX5A82G5493326,Pete Moore,Kia,2600.0,43451.0,Forte5,13995.0,2016,0
KNDJP3A54J7511912,Pete Moore,Kia,14592.857142857143,65488.0,Soul,13995.0,2018,8656
3KPA24AB5KE179099,Pete Moore,Kia,14491.666666666664,8126.0,Rio,13995.0,2019,9721
JA4AD3A36GZ035659,Pete Moore,Mitsubishi,13300.0,81772.0,Outlander,13995.0,2016,7331
JA4AD3A30HZ014033,Pete Moore,Mitsubishi,15089.285714285714,70546.0,Outlander,13995.0,2017,7649
1VWBN7A32DC127670,Pete Moore,Volkswagen,8881.25,40596.0,Passat,13995.0,2013,6449
1G1BE5SM3H7269497,Pete Moore,Chevrolet,13439.285714285714,39987.0,Cruze,14575.0,2017,7612
2C4RC1GG4ER275231,Pete Moore,Chrysler,11106.25,110000.0,Town & Country,14775.0,2014,6834
3FADP4BJ9JM103741,Pete Moore,Ford,13267.857142857143,15587.0,Fiesta,14795.0,2018,8694
2GNALDEK6G6191834,Pete Moore,Chevrolet,14350.0,101873.0,Equinox,14995.0,2016,7326
1FADP3K26JL251804,Pete Moore,Ford,16332.5,45921.0,Focus,14995.0,2018,8695
2HKRM4H30FH604273,Pete Moore,Honda,16727.5,94278.0,CR-V,14995.0,2015,7096
1C4NJPFA8HD117258,Pete Moore,Jeep,14450.0,68721.0,Patriot,14995.0,2017,7817
KNAFK5A87J5772910,Pete Moore,Kia,2600.0,26541.0,Forte5,14995.0,2018,0
3KPA24AB4KE246758,Pete Moore,Kia,14491.666666666664,15610.0,Rio,14995.0,2019,9721
KNDJN2A28K7643983,Pete Moore,Kia,16591.666666666668,34695.0,Soul,14995.0,2019,9630
JA4AD2A3XHZ031724,Pete Moore,Mitsubishi,15089.285714285714,45267.0,Outlander,14995.0,2017,7649
4T4BF1FK2GR559303,Pete Moore,Toyota,16112.5,52773.0,Camry,14995.0,2016,7293
3VW2B7AJ3HM373932,Pete Moore,Volkswagen,14900.0,38898.0,Jetta,14995.0,2017,7777
3GNCJKSB6GL255129,Pete Moore,Chevrolet,13095.833333333336,32485.0,Trax,15995.0,2016,7415
3G1BC6SM7KS529517,Pete Moore,Chevrolet,15935.0,24853.0,Cruze,15995.0,2019,9566
1GTCS139698134856,Pete Moore,Gmc,8011.363636363636,70124.0,Canyon,15995.0,2009,5227
5XYZT3LB9HG391829,Pete Moore,Hyundai,19150.0,69015.0,Santa Fe Sport,15995.0,2017,7632
KNDJ22AU4L7701423,Pete Moore,Kia,2600.0,10797.0,Soul,15995.0,2020,0
3N1AB7AP3KL609126,Pete Moore,Nissan,16296.875,36428.0,Sentra,15995.0,2019,9762
3VW217AU2FM038249,Pete Moore,Volkswagen,,32231.0,Golf,15995.0,2015,6942
3VWDB7AJXHM276767,Pete Moore,Volkswagen,14900.0,32666.0,Jetta,15995.0,2017,7777
WVGAV7AX3HW503858,Pete Moore,Volkswagen,16232.5,46569.0,Tiguan,15995.0,2017,7775
3N1AB7AP0KY310938,Pete Moore,Nissan,16296.875,27439.0,Sentra,16575.0,2019,9762
3GNCJKSB3HL204446,Pete Moore,Chevrolet,14645.833333333336,13290.0,Trax,16775.0,2017,7627
1FMCU0GD4JUB67705,Pete Moore,Ford,18017.85714285714,33615.0,Escape,16895.0,2018,8673
KL4CJASB9HB005299,Pete Moore,Buick,15679.545454545454,18746.0,Encore,16995.0,2017,7659
1GCWGFCFXF1235016,Pete Moore,Chevrolet,2600.0,136489.0,Express Cargo Van,16995.0,2015,0
2GNALBEK1G1118050,Pete Moore,Chevrolet,14350.0,48535.0,Equinox,16995.0,2016,7326
3G1BE6SM9HS509112,Pete Moore,Chevrolet,13439.285714285714,34085.0,Cruze,16995.0,2017,7612
2GNALCEKXH1548750,Pete Moore,Chevrolet,16450.0,63850.0,Equinox,16995.0,2017,7728
1G1ZD5ST0JF132358,Pete Moore,Chevrolet,17780.0,39530.0,Malibu,16995.0,2018,8634
1FMCU0F72HUC59028,Pete Moore,Ford,15770.0,31304.0,Escape,16995.0,2017,7588
3HGGK5H04JM716393,Pete Moore,Honda,16495.0,49395.0,Fit,16995.0,2018,8514
KMHTC6AD9HU317316,Pete Moore,Hyundai,15737.5,24005.0,Veloster,16995.0,2017,7847
KMHD74LF4LU010804,Pete Moore,Hyundai,2600.0,3699.0,Elantra,16995.0,2020,0
3KPF24ADXKE019694,Pete Moore,Kia,14700.0,13282.0,Forte,16995.0,2019,9181
KNDJN2A26K7672124,Pete Moore,Kia,16591.666666666668,18620.0,Soul,16995.0,2019,9630
KNDJ23AU8L7070505,Pete Moore,Kia,2600.0,17336.0,Soul,16995.0,2020,0
JM3KE2DY0G0744737,Pete Moore,Mazda,15941.666666666664,96306.0,CX-5,16995.0,2016,7257
JA4AD2A31JZ068148,Pete Moore,Mitsubishi,17718.18181818182,46488.0,Outlander,16995.0,2018,8984
1N4AL3APXHC235501,Pete Moore,Nissan,15421.428571428567,39187.0,Altima,16995.0,2017,7756
KNMAT2MV0HP599756,Pete Moore,Nissan,17195.0,48056.0,Rogue,16995.0,2017,7760
4T1BF1FK8HU348201,Pete Moore,Toyota,18830.55555555556,48575.0,Camry,16995.0,2017,7762
3VWDB7AJXHM261296,Pete Moore,Volkswagen,14900.0,21437.0,Jetta,16995.0,2017,7777
KM8J23A40HU455870,Pete Moore,Hyundai,17362.5,36977.0,Tucson,17275.0,2017,7736
3G1BE5SM5HS562867,Pete Moore,Chevrolet,13439.285714285714,28674.0,Cruze,17575.0,2017,7612
3GNCJLSB3JL377735,Pete Moore,Chevrolet,16329.166666666664,16515.0,Trax,17575.0,2018,8974
5NPD84LF7LH563202,Pete Moore,Hyundai,2600.0,24124.0,Elantra,17975.0,2020,0
19UDE2F31HA008843,Pete Moore,Acura,19525.0,42239.0,ILX,17995.0,2017,7677
KL4CJASB3HB147552,Pete Moore,Buick,15679.545454545454,34772.0,Encore,17995.0,2017,7659
1GNKRHKD0HJ262160,Pete Moore,Chevrolet,22325.0,120162.0,Traverse,17995.0,2017,7732
1G1BC5SM8J7211462,Pete Moore,Chevrolet,14075.0,27273.0,Cruze,17995.0,2018,9033
1G1ZD5ST4JF249425,Pete Moore,Chevrolet,17780.0,40055.0,Malibu,17995.0,2018,8634
1G1ZD5ST9JF230496,Pete Moore,Chevrolet,17780.0,53060.0,Malibu,17995.0,2018,8634
KL7CJLSB6JB726314,Pete Moore,Chevrolet,16329.166666666664,19854.0,Trax,17995.0,2018,8974
3GNCJLSB1JL255360,Pete Moore,Chevrolet,16329.166666666664,14239.0,Trax,17995.0,2018,8974
3C4PDCEG6JT362977,Pete Moore,Dodge,17828.125,46211.0,Journey,17995.0,2018,8676
5NPE34AB9HH580674,Pete Moore,Hyundai,17156.81818181818,47024.0,Sonata,17995.0,2017,7737
ZACCJABB2HPF37988,Pete Moore,Jeep,16725.0,58136.0,Renegade,17995.0,2017,7742
2T2BK1BA6DC155335,Pete Moore,Lexus,2600.0,95520.0,RX 350,17995.0,2013,0
WMWZC3C59GWT09607,Pete Moore,Mini,2600.0,40986.0,Cooper S Countryman,17995.0,2016,0
JA32V2FW6HU011718,Pete Moore,Mitsubishi,12545.0,27658.0,Lancer,17995.0,2017,7891
1N4AL3AP3JC210509,Pete Moore,Nissan,17560.0,42562.0,Altima,17995.0,2018,8473
JTNKARJE2JJ573722,Pete Moore,Toyota,16262.5,39982.0,Corolla iM,17995.0,2018,8853
5YFBURHE4KP864852,Pete Moore,Toyota,17627.272727272728,8035.0,Corolla,17995.0,2019,9266
5YFBURHE3KP920750,Pete Moore,Toyota,17627.272727272728,22618.0,Corolla,17995.0,2019,9266
5YFBURHE4KP921230,Pete Moore,Toyota,17627.272727272728,21889.0,Corolla,17995.0,2019,9266
WVGAV7AX7HK042655,Pete Moore,Volkswagen,2600.0,29669.0,Tiguan Limited,17995.0,2017,0
3VWCB7BU6KM233877,Pete Moore,Volkswagen,20202.08333333333,8378.0,Jetta,17995.0,2019,9173
1G1ZE5ST1HF146485,Pete Moore,Chevrolet,16730.0,21587.0,Malibu,18975.0,2017,7802
1G1BE5SM1J7203651,Pete Moore,Chevrolet,14075.0,12831.0,Cruze,18975.0,2018,9033
KL4CJCSM7KB847658,Pete Moore,Buick,18182.14285714286,24726.0,Encore,18995.0,2019,9287
1G1ZE5STXHF199251,Pete Moore,Chevrolet,16730.0,58999.0,Malibu,18995.0,2017,7802
2GNAXKEV8K6292806,Pete Moore,Chevrolet,21620.0,30206.0,Equinox,18995.0,2019,9616
3GNAXHEV0KS543662,Pete Moore,Chevrolet,21620.0,23985.0,Equinox,18995.0,2019,9616
