VIN,Dealer,Make,MarketValue,Mileage,Model,Price,Year,modelYearId
KMHTC6AD6FU237873,Sandy Sansing,Hyundai,,38350.0,Veloster,14000.0,2015,7115
WBY1Z4C5XFV502968,Sandy Sansing,Bmw,12475.0,67573.0,i3,14000.0,2015,7244
3MYDLBYV1HY184999,Sandy Sansing,Toyota,12900.0,28361.0,Yaris iA,14023.0,2017,7656
3GNCJLSB7FL244113,Sandy Sansing,Chevrolet,,49752.0,Trax,14381.0,2015,7031
2T1BURHE0HC888123,Sandy Sansing,Toyota,14557.142857142857,82185.0,Corolla,14455.0,2017,7763
3N1CE2CP6KL359591,Sandy Sansing,Nissan,15183.333333333336,38388.0,Versa Note,14500.0,2019,9864
3MZBN1V74HM106592,Sandy Sansing,Mazda,2600.0,96798.0,Mazda3 4-Door,14500.0,2017,0
1FADP3H20JL212004,Sandy Sansing,Ford,16332.5,52435.0,Focus,14546.0,2018,8695
WDBWK56F88F182566,Sandy Sansing,Mercedes-benz,11325.0,50386.0,SLK,14553.0,2008,5087
1G1ZB5ST3HF245785,Sandy Sansing,Chevrolet,16730.0,65312.0,Malibu,14564.0,2017,7802
JM3KE4CY4F0547016,Sandy Sansing,Mazda,13175.0,94199.0,CX-5,14657.0,2015,7005
1N4AL3APXHC201753,Sandy Sansing,Nissan,15421.428571428567,83280.0,Altima,14682.0,2017,7756
5YFBURHE5HP658237,Sandy Sansing,Toyota,14557.142857142857,72775.0,Corolla,14700.0,2017,7763
1G1BE5SMXH7162978,Sandy Sansing,Chevrolet,13439.285714285714,65539.0,Cruze,14702.0,2017,7612
3KPFL4A79HE009478,Sandy Sansing,Kia,13329.166666666664,35732.0,Forte,14721.0,2017,7614
JM1GJ1W59F1200639,Sandy Sansing,Mazda,2600.0,81697.0,Mazda6,14751.0,2015,0
1FADP3K25JL319087,Sandy Sansing,Ford,16332.5,16414.0,Focus,14802.0,2018,8695
3N1AB7AP6JY218537,Sandy Sansing,Nissan,14925.0,65668.0,Sentra,14875.0,2018,8479
1FADP3K24HL282351,Sandy Sansing,Ford,15255.0,46368.0,Focus,14887.0,2017,7825
1C4NJPFB5FD118180,Sandy Sansing,Jeep,10979.166666666666,68678.0,Patriot,14900.0,2015,7152
3KPC24A34KE042799,Sandy Sansing,Hyundai,15568.75,30818.0,Accent,14948.0,2019,9723
JF1GV8J69BL522926,Sandy Sansing,Subaru,2600.0,97961.0,Impreza Sedan WRX,14991.0,2011,0
5NPD84LF8HH008671,Sandy Sansing,Hyundai,13708.333333333336,31566.0,Elantra,15000.0,2017,7556
3G1BE6SM9HS515301,Sandy Sansing,Chevrolet,13439.285714285714,30579.0,Cruze,15000.0,2017,7612
WVGAV7AX5FW612321,Sandy Sansing,Volkswagen,12503.125,47802.0,Tiguan,15250.0,2015,7060
1N4AL3AP2FC285080,Sandy Sansing,Nissan,11121.875,48134.0,Altima,15448.0,2015,7106
1VWAT7A35GC020330,Sandy Sansing,Volkswagen,15125.0,35843.0,Passat,15488.0,2016,7423
1G1ZB5ST8HF191738,Sandy Sansing,Chevrolet,16730.0,42349.0,Malibu,15500.0,2017,7802
3KPC24A60LE117056,Sandy Sansing,Hyundai,2600.0,7969.0,Accent,15746.0,2020,0
5GAKRBKDXEJ369588,Sandy Sansing,Buick,,83546.0,Enclave,15788.0,2014,6734
3N1AB7AP7KY286928,Sandy Sansing,Nissan,16296.875,43828.0,Sentra,15889.0,2019,9762
5NPE24AF5KH734245,Sandy Sansing,Hyundai,21662.5,20271.0,Sonata,15898.0,2019,9823
2HGFG3B82FH528381,Sandy Sansing,Honda,2600.0,48317.0,Civic Coupe,15900.0,2015,0
JA4AP3AU9HZ040968,Sandy Sansing,Mitsubishi,,27615.0,Outlander Sport,15900.0,2017,7590
4T1BK1FK2CU518086,Sandy Sansing,Toyota,9733.333333333334,78355.0,Camry,15900.0,2012,6150
1FMCU9GD4HUA69126,Sandy Sansing,Ford,15770.0,68582.0,Escape,15914.0,2017,7588
KMHD74LF4HU417741,Sandy Sansing,Hyundai,13708.333333333336,33476.0,Elantra,15990.0,2017,7556
5NPD84LF9KH484676,Sandy Sansing,Hyundai,16163.636363636364,22349.0,Elantra,15991.0,2019,9724
3G1BE6SMXHS535539,Sandy Sansing,Chevrolet,13439.285714285714,10067.0,Cruze,15991.0,2017,7612
3N1AB7AP3KY366873,Sandy Sansing,Nissan,16296.875,30548.0,Sentra,15991.0,2019,9762
1FM5K7D85DGB04114,Sandy Sansing,Ford,13817.857142857143,118008.0,Explorer,15995.0,2013,6373
JM3KE2CY8G0626419,Sandy Sansing,Mazda,15941.666666666664,77447.0,CX-5,16000.0,2016,7257
2FMPK3J92GBC40419,Sandy Sansing,Ford,18435.714285714286,90827.0,Edge,16000.0,2016,7504
3N1AB7AP1JY312650,Sandy Sansing,Nissan,14925.0,15179.0,Sentra,16000.0,2018,8479
3GYFNCE34DS567644,Sandy Sansing,Cadillac,12525.0,84512.0,SRX,16000.0,2013,6455
1C4RJFAG2CC331961,Sandy Sansing,Jeep,14075.0,82480.0,Grand Cherokee,16000.0,2012,6270
1N4AL3AP1JC475669,Sandy Sansing,Nissan,17560.0,52411.0,Altima,16173.0,2018,8473
3FA6P0H77HR284655,Sandy Sansing,Ford,16731.666666666668,34303.0,Fusion,16420.0,2017,7623
KL4CJASB5HB030359,Sandy Sansing,Buick,15679.545454545454,32875.0,Encore,16491.0,2017,7659
1FADP3N22HL210379,Sandy Sansing,Ford,15255.0,21190.0,Focus,16491.0,2017,7825
1N4BL4BV3KC214259,Sandy Sansing,Nissan,22538.461538461543,43905.0,Altima,16499.0,2019,9215
1FTFW1CT3DKF61212,Sandy Sansing,Ford,18207.8125,139485.0,F-150,16500.0,2013,6567
3G1BE6SM8JS646483,Sandy Sansing,Chevrolet,14075.0,37452.0,Cruze,16500.0,2018,9033
5NPD84LF5KH482312,Sandy Sansing,Hyundai,16163.636363636364,23995.0,Elantra,16500.0,2019,9724
3N1AB7AP8KL624835,Sandy Sansing,Nissan,16296.875,34613.0,Sentra,16695.0,2019,9762
KNDJP3A59H7880372,Sandy Sansing,Kia,,24382.0,Soul,16715.0,2017,7740
KL4CJASB8JB601607,Sandy Sansing,Buick,17527.272727272728,8008.0,Encore,16717.0,2018,8957
1FATP8EM0F5351933,Sandy Sansing,Ford,22141.66666666667,104403.0,Mustang,16725.0,2015,7021
KMHD84LF2HU192832,Sandy Sansing,Hyundai,13708.333333333336,17418.0,Elantra,16736.0,2017,7556
5XYZT3LB5GG369714,Sandy Sansing,Hyundai,15750.0,55895.0,Santa Fe Sport,16800.0,2016,7411
JA4AP4AU3KU013579,Sandy Sansing,Mitsubishi,16552.272727272728,35838.0,Outlander Sport,16837.0,2019,9874
KL4CJ1SB3HB089703,Sandy Sansing,Buick,15679.545454545454,14575.0,Encore,16876.0,2017,7659
KMHD84LF8HU401555,Sandy Sansing,Hyundai,13708.333333333336,16295.0,Elantra,16900.0,2017,7556
5NPD84LF6LH559268,Sandy Sansing,Hyundai,2600.0,7735.0,Elantra,16900.0,2020,0
1N4AL3AP3HC271076,Sandy Sansing,Nissan,15421.428571428567,58978.0,Altima,16955.0,2017,7756
5XXGT4L31HG146288,Sandy Sansing,Kia,17025.0,19298.0,Optima,16971.0,2017,7630
3N1AB7AP5KY359276,Sandy Sansing,Nissan,16296.875,26924.0,Sentra,16990.0,2019,9762
3N1AB7AP0KL624411,Sandy Sansing,Nissan,16296.875,40418.0,Sentra,16990.0,2019,9762
3N1AB7AP0HY250314,Sandy Sansing,Nissan,13629.166666666664,22638.0,Sentra,16990.0,2017,7898
ZACCJBDT7GPC61835,Sandy Sansing,Jeep,,51737.0,Renegade,16991.0,2016,7462
3KPF24AD3KE014739,Sandy Sansing,Kia,14700.0,13568.0,Forte,16991.0,2019,9181
WBA3B1G54FNT63781,Sandy Sansing,Bmw,17498.076923076922,46487.0,3 Series,16991.0,2015,6961
JN1BJ1CP7HW018222,Sandy Sansing,Nissan,16458.333333333332,29773.0,Rogue Sport,16991.0,2017,8095
JN8AF5MV1GT658199,Sandy Sansing,Nissan,,53706.0,JUKE,16995.0,2016,7390
JN1BY1AP5CM333880,Sandy Sansing,Infiniti,2600.0,64136.0,M37,16995.0,2012,0
5NPD84LF8KH453807,Sandy Sansing,Hyundai,16163.636363636364,22397.0,Elantra,16995.0,2019,9724
KNDJP3A53J7611726,Sandy Sansing,Kia,14592.857142857143,34537.0,Soul,16995.0,2018,8656
3GNCJLSBXKL376390,Sandy Sansing,Chevrolet,17854.166666666668,8365.0,Trax,16995.0,2019,9670
KNAGT4L3XH5174575,Sandy Sansing,Kia,17025.0,26493.0,Optima,16995.0,2017,7630
1N4AL3AP8HC274409,Sandy Sansing,Nissan,15421.428571428567,38513.0,Altima,17000.0,2017,7756
5XYPG4A39GG053990,Sandy Sansing,Kia,19385.0,62991.0,Sorento,17000.0,2016,7253
3FA6P0H77HR351612,Sandy Sansing,Ford,16731.666666666668,33782.0,Fusion,17000.0,2017,7623
3KPF24AD5KE044809,Sandy Sansing,Kia,14700.0,19158.0,Forte,17000.0,2019,9181
JM3KE2CY6F0532134,Sandy Sansing,Mazda,13175.0,48003.0,CX-5,17000.0,2015,7005
2FMTK3J89FBB05362,Sandy Sansing,Ford,16256.25,89398.0,Edge,17000.0,2015,7145
ZACCJABB4JPJ29964,Sandy Sansing,Jeep,18314.285714285714,56254.0,Renegade,17000.0,2018,8679
1FM5K8F85DGA41342,Sandy Sansing,Ford,13817.857142857143,116128.0,Explorer,17000.0,2013,6373
WMWZC5C5XEWM17890,Sandy Sansing,Mini,11587.5,42176.0,Cooper Countryman,17000.0,2014,6809
4S3BNAC64H3052743,Sandy Sansing,Subaru,17825.0,66120.0,Legacy,17000.0,2017,7699
1FM5K7F8XFGB82534,Sandy Sansing,Ford,15831.25,122775.0,Explorer,17000.0,2015,7009
2G4GS5GX1G9166130,Sandy Sansing,Buick,15809.375,33778.0,Regal,17204.0,2016,7363
KNMAT2MT5KP522841,Sandy Sansing,Nissan,20437.5,41951.0,Rogue,17207.0,2019,9761
5NPE24AF3KH737385,Sandy Sansing,Hyundai,21662.5,37099.0,Sonata,17271.0,2019,9823
KM8J23A42KU923248,Sandy Sansing,Hyundai,21233.928571428565,47630.0,Tucson,17289.0,2019,9265
5YFBURHEXKP946455,Sandy Sansing,Toyota,17627.272727272728,16639.0,Corolla,17300.0,2019,9266
2C4RDGCG6KR699396,Sandy Sansing,Dodge,18091.666666666668,20652.0,Grand Caravan,17323.0,2019,9639
1G1ZE5ST5HF104773,Sandy Sansing,Chevrolet,16730.0,32304.0,Malibu,17425.0,2017,7802
3FA6P0H79HR326520,Sandy Sansing,Ford,16731.666666666668,20175.0,Fusion,17491.0,2017,7623
1G1BE5SM8K7129808,Sandy Sansing,Chevrolet,15935.0,30734.0,Cruze,17498.0,2019,9566
5YFBURHEXJP777603,Sandy Sansing,Toyota,15907.142857142857,25882.0,Corolla,17500.0,2018,8238
5YFBURHEXKP908742,Sandy Sansing,Toyota,17627.272727272728,13905.0,Corolla,17500.0,2019,9266
1G1ZE5ST8HF163705,Sandy Sansing,Chevrolet,16730.0,20853.0,Malibu,17500.0,2017,7802
2FMTK4J94FBC18618,Sandy Sansing,Ford,16256.25,80465.0,Edge,17500.0,2015,7145
JA4AP4AU0KU006475,Sandy Sansing,Mitsubishi,16552.272727272728,36883.0,Outlander Sport,17554.0,2019,9874
KNDPN3AC3H7073702,Sandy Sansing,Kia,17645.833333333332,86185.0,Sportage,17592.0,2017,7557
KNDPM3AC7K7583108,Sandy Sansing,Kia,21320.83333333333,38573.0,Sportage,17608.0,2019,9637
2GNALCEK3H6269160,Sandy Sansing,Chevrolet,16450.0,84250.0,Equinox,17620.0,2017,7728
1G1ZB5ST4KF130376,Sandy Sansing,Chevrolet,19395.83333333333,22859.0,Malibu,17625.0,2019,9318
KNMAT2MT6JP570332,Sandy Sansing,Nissan,18752.5,69748.0,Rogue,17690.0,2018,8478
3N1AB7AP8KY300917,Sandy Sansing,Nissan,16296.875,36488.0,Sentra,17761.0,2019,9762
1N4AL3AP1HC246242,Sandy Sansing,Nissan,15421.428571428567,18204.0,Altima,17888.0,2017,7756
1N4AL3AP2HN310289,Sandy Sansing,Nissan,15421.428571428567,17981.0,Altima,17895.0,2017,7756
KM8SM4HF1HU165312,Sandy Sansing,Hyundai,22118.75,82918.0,Santa Fe,17907.0,2017,7631
5NPE24AF5KH737999,Sandy Sansing,Hyundai,21662.5,36967.0,Sonata,17907.0,2019,9823
2C4RDGCG4HR799702,Sandy Sansing,Dodge,14875.0,57033.0,Grand Caravan,17925.0,2017,7779
WMWZB3C59GWR48704,Sandy Sansing,Mini,,42368.0,Cooper Countryman,17988.0,2016,7468
JTDEPRAE5LJ017732,Sandy Sansing,Toyota,2600.0,28063.0,Corolla,17990.0,2020,0
5YFEPRAE9LP030009,Sandy Sansing,Toyota,2600.0,30596.0,Corolla,17990.0,2020,0
1N4AL3AP1HC223978,Sandy Sansing,Nissan,15421.428571428567,34595.0,Altima,17990.0,2017,7756
JN8AZ2NE1C9020370,Sandy Sansing,Infiniti,2600.0,88597.0,QX56,17991.0,2012,0
1C4PJLCBXJD587389,Sandy Sansing,Jeep,20538.88888888889,52364.0,Cherokee,17991.0,2018,8678
5NPD84LF1KH467788,Sandy Sansing,Hyundai,16163.636363636364,20976.0,Elantra,17991.0,2019,9724
1G1RB6S57HU204398,Sandy Sansing,Chevrolet,16275.0,24651.0,Volt,17997.0,2017,7636
2T1BURHE9JC019087,Sandy Sansing,Toyota,15907.142857142857,30277.0,Corolla,18000.0,2018,8238
KL4CJASB1HB097797,Sandy Sansing,Buick,15679.545454545454,12201.0,Encore,18000.0,2017,7659
1G1ZE5ST5HF135988,Sandy Sansing,Chevrolet,16730.0,22279.0,Malibu,18000.0,2017,7802
2GNALBEK8H1596550,Sandy Sansing,Chevrolet,16450.0,25698.0,Equinox,18000.0,2017,7728
5NMZU3LB2HH046869,Sandy Sansing,Hyundai,19150.0,51432.0,Santa Fe Sport,18000.0,2017,7632
2G4GL5EX2H9198702,Sandy Sansing,Buick,18760.714285714286,45165.0,Regal,18000.0,2017,7823
JM3KE4CY7G0664736,Sandy Sansing,Mazda,15941.666666666664,52139.0,CX-5,18000.0,2016,7257
5N1AT2MTXHC810799,Sandy Sansing,Nissan,17195.0,10109.0,Rogue,18000.0,2017,7760
5XXGT4L36KG290331,Sandy Sansing,Kia,20666.666666666668,30233.0,Optima,18170.0,2019,9271
3FA6P0LU5KR139148,Sandy Sansing,Ford,2600.0,42810.0,Fusion Hybrid,18207.0,2019,0
1N4AL3APXJC281089,Sandy Sansing,Nissan,17560.0,44324.0,Altima,18222.0,2018,8473
5YFBURHE5JP784345,Sandy Sansing,Toyota,15907.142857142857,10169.0,Corolla,18250.0,2018,8238
JN8AE2KP2H9166236,Sandy Sansing,Nissan,16812.5,45272.0,Quest,18322.0,2017,7897
4T1BF1FK8HU381053,Sandy Sansing,Toyota,18830.55555555556,40607.0,Camry,18369.0,2017,7762
5YFEPRAE8LP090041,Sandy Sansing,Toyota,2600.0,17622.0,Corolla,18421.0,2020,0
1N4AL3AP6HC156567,Sandy Sansing,Nissan,15421.428571428567,27490.0,Altima,18459.0,2017,7756
5UXWX7C58EL984928,Sandy Sansing,Bmw,14550.0,72238.0,X3,18488.0,2014,6687
2GNAXKEX4J6345615,Sandy Sansing,Chevrolet,19556.666666666668,16599.0,Equinox,18493.0,2018,7991
ZACNJABB0KPK83002,Sandy Sansing,Jeep,20057.14285714286,12612.0,Renegade,18497.0,2019,9683
1N4AL3AP1JC274998,Sandy Sansing,Nissan,17560.0,50011.0,Altima,18500.0,2018,8473
KM8J23A4XHU313803,Sandy Sansing,Hyundai,17362.5,23768.0,Tucson,18500.0,2017,7736
KM8J23A43HU519108,Sandy Sansing,Hyundai,17362.5,11881.0,Tucson,18500.0,2017,7736
2GNALBEK3H1571572,Sandy Sansing,Chevrolet,16450.0,35306.0,Equinox,18500.0,2017,7728
WVGAV7AX3GW603800,Sandy Sansing,Volkswagen,14571.875,47506.0,Tiguan,18500.0,2016,7421
2C4RDGCG2KR692574,Sandy Sansing,Dodge,18091.666666666668,44443.0,Grand Caravan,18500.0,2019,9639
5XXGT4L3XLG385573,Sandy Sansing,Kia,2600.0,37054.0,Optima,18500.0,2020,0
5XXGT4L38LG384566,Sandy Sansing,Kia,2600.0,41786.0,Optima,18500.0,2020,0
5XYPG4A3XHG226157,Sandy Sansing,Kia,21200.0,25325.0,Sorento,18500.0,2017,7684
KMHD84LF4JU595426,Sandy Sansing,Hyundai,14831.25,9510.0,Elantra,18500.0,2018,8280
4T1BF1FK1HU795369,Sandy Sansing,Toyota,18830.55555555556,50096.0,Camry,18500.0,2017,7762
1N4AL3AP8HC129774,Sandy Sansing,Nissan,15421.428571428567,42542.0,Altima,18500.0,2017,7756
KL4CJASB5JB547246,Sandy Sansing,Buick,17527.272727272728,24208.0,Encore,18500.0,2018,8957
5NPE34AF2HH437083,Sandy Sansing,Hyundai,17156.81818181818,29075.0,Sonata,18500.0,2017,7737
5NPE24AF9JH649312,Sandy Sansing,Hyundai,19606.666666666668,17529.0,Sonata,18520.0,2018,8220
KNDCC3LC8H5072395,Sandy Sansing,Kia,,40501.0,Niro,18525.0,2017,7629
5YFBURHE5JP816338,Sandy Sansing,Toyota,15907.142857142857,33814.0,Corolla,18566.0,2018,8238
1N4AL3AP6HC122340,Sandy Sansing,Nissan,15421.428571428567,14010.0,Altima,18588.0,2017,7756
5XXGU4L3XGG109557,Sandy Sansing,Kia,15564.285714285714,31618.0,Optima,18700.0,2016,7317
1FAHP2F88KG107451,Sandy Sansing,Ford,22250.0,60168.0,Taurus,18829.0,2019,9672
4T1BF1FK2HU781576,Sandy Sansing,Toyota,18830.55555555556,37390.0,Camry,18858.0,2017,7762
5XXGT4L37LG385126,Sandy Sansing,Kia,2600.0,38822.0,Optima,18863.0,2020,0
1N4AL3AP6HC472292,Sandy Sansing,Nissan,15421.428571428567,30072.0,Altima,18900.0,2017,7756
1N4BL4BV9KC201757,Sandy Sansing,Nissan,22538.461538461543,37512.0,Altima,18900.0,2019,9215
2G11Z5SA8K9136892,Sandy Sansing,Chevrolet,20541.666666666668,54085.0,Impala,18925.0,2019,9317
1G1ZD5ST6KF117462,Sandy Sansing,Chevrolet,19395.83333333333,50463.0,Malibu,18987.0,2019,9318
3HGGK5H41KM723032,Sandy Sansing,Honda,17922.5,12340.0,Fit,18990.0,2019,9333
3GNAXKEV4KS559733,Sandy Sansing,Chevrolet,21620.0,27629.0,Equinox,18993.0,2019,9616
1FMJU1J53EEF37685,Sandy Sansing,Ford,,96288.0,Expedition,18994.0,2014,6792
1N4AL3AP4JC141619,Sandy Sansing,Nissan,17560.0,47563.0,Altima,18995.0,2018,8473
2GNALBEK0H1594310,Sandy Sansing,Chevrolet,16450.0,23008.0,Equinox,18995.0,2017,7728
5YFBURHEXKP920177,Sandy Sansing,Toyota,17627.272727272728,28595.0,Corolla,18995.0,2019,9266
SALVR2BG7EH863557,Sandy Sansing,Land rover,17150.0,100014.0,Range Rover Evoque,18995.0,2014,6856
3GYFNCE3XFS550964,Sandy Sansing,Cadillac,16985.714285714286,70724.0,SRX,18998.0,2015,7039
1GNALDEKXEZ137406,Sandy Sansing,Chevrolet,10687.5,11382.0,Equinox,19000.0,2014,6778
JM1DKBD7XG0117013,Sandy Sansing,Mazda,14908.333333333336,23630.0,CX-3,19000.0,2016,7263
KNMAT2MT7KP511551,Sandy Sansing,Nissan,20437.5,44843.0,Rogue,19000.0,2019,9761
1G1ZD5ST4KF112695,Sandy Sansing,Chevrolet,19395.83333333333,33312.0,Malibu,19000.0,2019,9318
1FMCU0F73KUA89706,Sandy Sansing,Ford,19864.285714285714,16474.0,Escape,19000.0,2019,9654
KNMAT2MT0HP564536,Sandy Sansing,Nissan,17195.0,20775.0,Rogue,19000.0,2017,7760
5FNRL5H94EB062217,Sandy Sansing,Honda,,78089.0,Odyssey,19065.0,2014,6702
KNMAT2MT9KP507033,Sandy Sansing,Nissan,20437.5,30242.0,Rogue,19146.0,2019,9761
5YFEPRAE5LP075593,Sandy Sansing,Toyota,2600.0,10251.0,Corolla,19192.0,2020,0
1N4BL4BV2KC255143,Sandy Sansing,Nissan,22538.461538461543,35735.0,Altima,19197.0,2019,9215
5N1AZ2MG7JN132279,Sandy Sansing,Nissan,23100.0,70103.0,Murano,19250.0,2018,8476
1G1ZB5ST2HF239136,Sandy Sansing,Chevrolet,16730.0,21571.0,Malibu,19287.0,2017,7802
3GCPCPEC4EG497283,Sandy Sansing,Chevrolet,22434.821428571428,117370.0,Silverado 1500,19288.0,2014,6649
5XXGU4L38GG081533,Sandy Sansing,Kia,15564.285714285714,28184.0,Optima,19300.0,2016,7317
KNMAT2MT2JP581098,Sandy Sansing,Nissan,18752.5,18682.0,Rogue,19395.0,2018,8478
2C4RDGEG5JR219778,Sandy Sansing,Dodge,16541.666666666668,29887.0,Grand Caravan,19500.0,2018,8950
JTDKARFUXK3086147,Sandy Sansing,Toyota,22533.33333333333,30268.0,Prius,19500.0,2019,9774
1N4BL4BV2LC130614,Sandy Sansing,Nissan,2600.0,15844.0,Altima,19500.0,2020,0
1FMCU0J93GUA04430,Sandy Sansing,Ford,13845.0,29968.0,Escape,19650.0,2016,7388
1N4BL4BV7KC200378,Sandy Sansing,Nissan,22538.461538461543,28705.0,Altima,19659.0,2019,9215
ZACNJABB4KPK52643,Sandy Sansing,Jeep,20057.14285714286,28029.0,Renegade,19725.0,2019,9683
1C6RR7FTXFS551743,Sandy Sansing,Ram,,150075.0,1500,19725.0,2015,7186
JM3KFABM3J1399230,Sandy Sansing,Mazda,20658.33333333333,36023.0,CX-5,19780.0,2018,8816
JN8AT2MT7HW151894,Sandy Sansing,Nissan,17195.0,35608.0,Rogue,19790.0,2017,7760
3GNAXKEV9KS582358,Sandy Sansing,Chevrolet,21620.0,31712.0,Equinox,19800.0,2019,9616
KM8J3CA45HU365630,Sandy Sansing,Hyundai,17362.5,26094.0,Tucson,19800.0,2017,7736
KNMAT2MT6KP529684,Sandy Sansing,Nissan,20437.5,43946.0,Rogue,19881.0,2019,9761
5N1AT2MT7HC814616,Sandy Sansing,Nissan,17195.0,20633.0,Rogue,19888.0,2017,7760
KNDPC3AC0E7557571,Sandy Sansing,Kia,12441.666666666664,20538.0,Sportage,19900.0,2014,6908
5XXGT4L37LG386857,Sandy Sansing,Kia,2600.0,31532.0,Optima,19900.0,2020,0
1C4RJEAG0GC386568,Sandy Sansing,Jeep,25322.222222222223,78966.0,Grand Cherokee,19963.0,2016,7463
1FMCU0F75JUB36538,Sandy Sansing,Ford,18017.85714285714,15483.0,Escape,19978.0,2018,8673
WMWLN5C52H2E32186,Sandy Sansing,Mini,2600.0,42057.0,Clubman,19985.0,2017,0
1GC1CUEG2FF617902,Sandy Sansing,Chevrolet,2600.0,209819.0,Silverado 2500HD Built After Aug 14,19989.0,2015,0
JA4AR3AU5KU013894,Sandy Sansing,Mitsubishi,16552.272727272728,28044.0,Outlander Sport,19990.0,2019,9874
1FTFW1CT5BFB14760,Sandy Sansing,Ford,14417.64705882353,110988.0,F-150,19991.0,2011,6039
19XFC2F71JE014063,Sandy Sansing,Honda,2600.0,14837.0,Civic Sedan,19991.0,2018,0
1C4RJEBGXFC677687,Sandy Sansing,Jeep,21716.666666666668,81795.0,Grand Cherokee,19991.0,2015,7100
1N4AL3AP1JC187604,Sandy Sansing,Nissan,17560.0,17388.0,Altima,19995.0,2018,8473
JN8AT2MT8HW396509,Sandy Sansing,Nissan,17195.0,34111.0,Rogue,19995.0,2017,7760
JN8AT2MT4KW261647,Sandy Sansing,Nissan,20437.5,27300.0,Rogue,19995.0,2019,9761
2GNAXUEV7L6105763,Sandy Sansing,Chevrolet,2600.0,33795.0,Equinox,19995.0,2020,0
KNDPM3AC7K7614700,Sandy Sansing,Kia,21320.83333333333,9568.0,Sportage,19995.0,2019,9637
5XXGT4L39LG380896,Sandy Sansing,Kia,2600.0,28929.0,Optima,19995.0,2020,0
MAJ6S3KL1KC267670,Sandy Sansing,Ford,16835.714285714286,26523.0,EcoSport,19995.0,2019,9653
1FMCU0G90KUB33760,Sandy Sansing,Ford,19864.285714285714,25632.0,Escape,19995.0,2019,9654
3N1CP5CUXJL525305,Sandy Sansing,Nissan,15641.666666666664,21384.0,Kicks,19995.0,2018,9136
2T2ZK1BAXCC085321,Sandy Sansing,Lexus,2600.0,77913.0,RX 350,19998.0,2012,0
2T3WFREV3HW380850,Sandy Sansing,Toyota,21483.928571428565,70021.0,RAV4,19998.0,2017,7765
JM3KFABL0H0198375,Sandy Sansing,Mazda,19540.625,27296.0,CX-5,20000.0,2017,7745
3C4PDCEG8HT619115,Sandy Sansing,Dodge,,55241.0,Journey,20000.0,2017,7813
JM3KFABL0H0123823,Sandy Sansing,Mazda,19540.625,45780.0,CX-5,20000.0,2017,7745
JN1BJ1CP4HW025595,Sandy Sansing,Nissan,16458.333333333332,12241.0,Rogue Sport,20000.0,2017,8095
1G1FX6S04H4166556,Sandy Sansing,Chevrolet,2600.0,38453.0,Bolt EV,20000.0,2017,0
5FNYF4H38FB048573,Sandy Sansing,Honda,18387.5,90571.0,Pilot,20000.0,2015,7097
1HGCR2F53HA219365,Sandy Sansing,Honda,2600.0,49556.0,Accord Sedan,20000.0,2017,0
2FMPK3G95HBC16902,Sandy Sansing,Ford,21110.714285714286,31034.0,Edge,20000.0,2017,7735
KM8J3CA23HU526068,Sandy Sansing,Hyundai,17362.5,34247.0,Tucson,20000.0,2017,7736
3GNCJLSB8LL220009,Sandy Sansing,Chevrolet,2600.0,1711.0,Trax,20008.0,2020,0
JN8AT2MTXKW252130,Sandy Sansing,Nissan,20437.5,33116.0,Rogue,20355.0,2019,9761
3GNAXKEV1LL117374,Sandy Sansing,Chevrolet,2600.0,17034.0,Equinox,20491.0,2020,0
1N4BL4BV8LC142153,Sandy Sansing,Nissan,2600.0,34749.0,Altima,20500.0,2020,0
2FMPK3J8XGBC34648,Sandy Sansing,Ford,18435.714285714286,37393.0,Edge,20500.0,2016,7504
1G1ZB5ST0LF031572,Sandy Sansing,Chevrolet,2600.0,6304.0,Malibu,20500.0,2020,0
JTDKARFU9K3072868,Sandy Sansing,Toyota,22533.33333333333,21108.0,Prius,20500.0,2019,9774
4S3BNAS60H3055463,Sandy Sansing,Subaru,17825.0,41135.0,Legacy,20504.0,2017,7699
2C3CDXHG1GH327688,Sandy Sansing,Dodge,27862.5,73683.0,Charger,20525.0,2016,7454
1G1ZH5SX0HF260438,Sandy Sansing,Chevrolet,16730.0,25444.0,Malibu,20574.0,2017,7802
WBA3A5G54FNS85741,Sandy Sansing,Bmw,17498.076923076922,38077.0,3 Series,20615.0,2015,6961
3GNAXLEX6KL116453,Sandy Sansing,Chevrolet,21620.0,25512.0,Equinox,20705.0,2019,9616
5NPE34AF6HH535355,Sandy Sansing,Hyundai,17156.81818181818,28808.0,Sonata,20724.0,2017,7737
2C4RDGEG6KR511196,Sandy Sansing,Dodge,18091.666666666668,30236.0,Grand Caravan,20725.0,2019,9639
3C4NJDBB1JT138658,Sandy Sansing,Jeep,18682.14285714286,24821.0,Compass,20725.0,2018,8681
ZACCJADB2HPE45700,Sandy Sansing,Jeep,16725.0,20784.0,Renegade,20725.0,2017,7742
2C4RDGEG7KR663360,Sandy Sansing,Dodge,18091.666666666668,38281.0,Grand Caravan,20725.0,2019,9639
1FADP3L9XJL226092,Sandy Sansing,Ford,16332.5,38527.0,Focus,20730.0,2018,8695
1N4BL4CVXKC125335,Sandy Sansing,Nissan,22538.461538461543,42667.0,Altima,20772.0,2019,9215
