,Dealer,Manufacturer,MarketValue,Mileage,Model,Price,VIN,Year,modelYearId
1626,Sandy Sansing,Buick,,154000.0,Enclave,Please Call for Price,5GAKRCED0BJ215422,2011,5864
1627,Sandy Sansing,Nissan,2600.0,40660.0,Versa Sedan,Please Call for Price,3N1CN7AP2JL823149,2018,0
1628,Sandy Sansing,Jeep,39634.09090909091,29474.0,Grand Cherokee,Please Call for Price,1C4RJFCG6KC791300,2019,9682
1629,Sandy Sansing,Nissan,17195.0,63654.0,Rogue,Please Call for Price,5N1AT2MV3HC825226,2017,7760
1630,Sandy Sansing,Buick,,40360.0,Enclave,Please Call for Price,5GAERBKW9KJ150955,2019,9320
1631,Sandy Sansing,Chevrolet,50075.0,41029.0,Suburban,Please Call for Price,1GNSKHKC2KR347327,2019,9617
1632,Sandy Sansing,Ford,19885.416666666668,37574.0,Fusion,Please Call for Price,3FA6P0CD6KR139773,2019,9263
1633,Sandy Sansing,Ford,19885.416666666668,40665.0,Fusion,Please Call for Price,3FA6P0CD8KR180373,2019,9263
1634,Sandy Sansing,Mercedes-Benz,,0.0,A-Class,Please Call for Price,WDD3G4EB5KW001600,2019,9694
1635,Sandy Sansing,Hyundai,19606.666666666668,16470.0,Sonata,Please Call for Price,5NPE34AB8JH690735,2018,8220
1636,All star,DODGE,2600.0,182009.0,RAM 2500 REGULAR CAB,9500.0,3D7KR26A08G172018,2008,0
1637,All star,DODGE,2600.0,157672.0,RAM 1500 QUAD CAB,8995.0,1D7HU18N28S535608,2008,0
1638,All star,NISSAN,,85560.0,ARMADA,7500.0,5N1AA08A65N705244,2005,4091
1639,All star,HONDA,,131558.0,CIVIC,5900.0,19XFA1F38AE079473,2010,5637
1640,All star,NISSAN,7458.333333333333,151939.0,ALTIMA,5900.0,1N4AL2AP8CN547758,2012,6138
1641,All star,MAZDA,4512.5,125625.0,TRIBUTE,4900.0,4F2CZ02Z08KM16094,2008,4863
1642,All star,NISSAN,,131761.0,ALTIMA,4900.0,1N4AL21E87N493060,2007,4598
1643,All star,GMC,,87875.0,ENVOY,4800.0,1GKDS13S932112372,2003,3308
1644,All star,SUZUKI,,99188.0,SX4,4750.0,JS2YB417996201184,2009,5371
1645,All star,CHEVROLET,4600.0,113051.0,COBALT,4500.0,1G1AT58HX97131467,2009,5238
1646,All star,NISSAN,,155442.0,ALTIMA,4500.0,1N4AL21EX8N411380,2008,4898
1647,All star,JEEP,,131107.0,LIBERTY,3995.0,1J4GK48K34W271315,2004,3694
1648,All star,CHEVROLET,,151543.0,TRAILBLAZER,3950.0,1GNES16S866102643,2006,4441
1649,All star,HYUNDAI,6058.333333333333,180753.0,SANTA FE,3900.0,5NMSG13D09H270142,2009,5408
1650,All star,FORD,4507.142857142857,169605.0,FUSION,3900.0,3FAHP07Z07R184732,2007,4738
1651,All star,FORD,,148356.0,MUSTANG,3750.0,1FAFP4043YF159688,2000,1859
1652,All star,FORD,,170521.0,TAURUS,3750.0,1FAHP25W58G103060,2008,4854
1653,All star,DODGE,2600.0,173422.0,STEALTH,3500.0,JB3XD44S6NY048313,1992,0
1654,All star,HONDA,4350.0,154588.0,CR-V,3350.0,JHLRD68473C017115,2003,2983
1655,All star,CHEVROLET,3931.25,110778.0,COBALT,2850.0,1G1AK15FX77336038,2007,4681
1656,All star,FORD,2600.0,236547.0,F150 REGULAR CAB,2500.0,2FTRF07272CA17922,2002,0
1657,All star,FORD,2600.0,130577.0,FREESTAR PASSENGER,2500.0,2FMZA51664BA43620,2004,0
1658,All star,CHEVROLET,,99416.0,BLAZER,1995.0,1GNCS13W8Y2359570,2000,1824
1659,All star,VOLKSWAGEN,4600.0,188988.0,JETTA,1900.0,3VWEF71KX7M071420,2007,4654
1660,All star,FORD,2600.0,1.0,F150 SUPERCREW CAB,900.0,1FTPW12575KE99046,2005,0
1661,All star,HONDA,4878.571428571428,167046.0,ODYSSEY,595.0,5FNRL38766B009894,2006,4389
1662,All star,CHRYSLER,,1.0,300,500.0,2C3KA43RX8H211242,2008,5037
1663,All star,NISSAN,,146847.0,PATHFINDER,0.0,5N1AR18U87C634765,2007,4798
1664,All star,CHEVROLET,,111582.0,SONIC,0.0,1G1JC5SHXF4110429,2015,7091
1665,Pete Moore,Chevrolet,3578.125,104746.0,Cobalt,5995,1G1AL55F467729410,2006,4456
1666,Pete Moore,Jeep,4743.75,151121.0,Liberty,5995,1J4GL48K17W670371,2007,4766
1667,Pete Moore,Saab,3754.1666666666665,99361.0,9-3,5995,YS3FB79N756006662,2005,4108
1668,Pete Moore,Mercury,,160654.0,Mariner,5995,4M2CU87188KJ01621,2008,4846
1669,Pete Moore,Mercury,,223632.0,Mariner,5995,4M2CN8H76AKJ04054,2010,5601
1670,Pete Moore,Chevrolet,3225.0,144210.0,HHR,6995,3GNDA23P26S566446,2006,4451
1671,Pete Moore,Honda,5887.5,195877.0,Odyssey,6995,5FNRL38788B026098,2008,5046
1672,Pete Moore,Nissan,5093.75,62005.0,Versa,6995,3N1CN7APXDL846117,2013,6523
1673,Pete Moore,Chevrolet,3905.0,,Impala,7995,2G1WC581969364369,2006,4450
1674,Pete Moore,Chevrolet,5381.25,71953.0,Malibu,7995,1G1ZH57B49F156971,2009,5232
1675,Pete Moore,Chevrolet,5637.5,152271.0,Malibu,7995,1G1ZB5EB6AF268020,2010,5560
1676,Pete Moore,Chevrolet,7066.666666666667,160053.0,Equinox,7995,2GNALDEC9B1151827,2011,6037
1677,Pete Moore,Ford,5218.75,202203.0,Explorer,7995,1FMEU63E86ZA22753,2006,4416
1678,Pete Moore,Nissan,,174131.0,Murano,7995,JN8AZ1MU8BW056737,2011,6000
1679,Pete Moore,Toyota,4664.285714285715,141713.0,Camry,7995,4T1BE32K44U810977,2004,3780
1680,Pete Moore,Toyota,7175.0,116747.0,Corolla,7995,2T1BU4EEXAC510825,2010,5462
1681,Pete Moore,Volkswagen,9385.416666666666,145473.0,Passat,7995,1VWBT7A31EC038700,2014,6832
1682,Pete Moore,Saturn,5718.75,139802.0,Outlook,7995,5GZER33758J293016,2008,4966
1683,Pete Moore,Mitsubishi,2600.0,38200.0,Mirage G4,8595,ML32F3FJ1HHF17920,2017,0
1684,Pete Moore,Chrysler,6350.0,97109.0,Town & Country,8995,2A4RR8DX5AR395040,2010,5555
1685,Pete Moore,Chevrolet,7066.666666666667,132852.0,Equinox,9995,2CNALDEC5B6260678,2011,6037
1686,Pete Moore,Chevrolet,7975.0,133607.0,Equinox,9995,2GNALDEK0C6340555,2012,6236
1687,Pete Moore,Ford,15770.0,172218.0,Escape,9995,1FMCU0F75HUD04768,2017,7588
1688,Pete Moore,Hyundai,12556.25,180894.0,Santa Fe Sport,9995,5XYZU3LB5EG134577,2014,6931
1689,Pete Moore,Kia,7925.0,109194.0,Soul,9995,KNDJT2A51D7546482,2013,6460
1690,Pete Moore,Volkswagen,2600.0,49693.0,Jetta Sedan,9995,3VWLX7AJ4CM471236,2012,0
1691,Pete Moore,Chevrolet,,64435.0,Cruze,10995,1G1PA5SH4F7153517,2015,7023
1692,Pete Moore,Kia,6816.666666666667,72743.0,Soul,10995,KNDJT2A63C7747095,2012,6121
1693,Pete Moore,Kia,19385.0,129906.0,Sorento,10995,5XYPG4A32GG085891,2016,7253
1694,Pete Moore,Lexus,2600.0,91277.0,ES 350,10995,JTHBJ46G182171050,2008,0
1695,Pete Moore,Mitsubishi,2600.0,24230.0,Mirage G4,10995,ML32F3FJ4KHF01766,2019,0
1696,Pete Moore,Buick,11454.166666666666,71366.0,Regal,11995,2G4GK5EX8E9272705,2014,6701
1697,Pete Moore,Chevrolet,14350.0,92384.0,Equinox,11995,1GNALBEK0GZ106818,2016,7326
1698,Pete Moore,Chevrolet,,16483.0,Spark,11995,KL8CB6SA7GC584673,2016,7324
1699,Pete Moore,Jeep,10595.833333333334,180125.0,Grand Cherokee,11995,1J4RR6GT8BC700716,2011,5732
1700,Pete Moore,Toyota,,122716.0,Prius v,11995,JTDZN3EU1E3325705,2014,6816
1701,Pete Moore,Toyota,,152423.0,RAV4,12995,2T3YFREV9DW064131,2013,6555
1702,Pete Moore,Hyundai,15568.75,34091.0,Accent,13477,3KPC24A38KE064031,2019,9723
1703,Pete Moore,Chevrolet,11487.5,59193.0,Cruze,13675,1G1BE5SM8G7251690,2016,7378
1704,Pete Moore,Ford,2600.0,112149.0,Econoline Cargo Van,13900,1FTNE1EWXCDA31943,2012,0
1705,Pete Moore,Chevrolet,2600.0,49190.0,Impala Limited,13995,2G1WB5E37F1117715,2015,0
1706,Pete Moore,Ford,,101688.0,Taurus,13995,1FAHP2KT5EG133696,2014,6721
1707,Pete Moore,Hyundai,12853.125,99976.0,Sonata,13995,5NPE34AF4FH032310,2015,7019
1708,Pete Moore,Kia,11800.0,27625.0,Soul,13995,KNDJN2A25G7851178,2016,7441
1709,Pete Moore,Kia,2600.0,43451.0,Forte5,13995,KNAFX5A82G5493326,2016,0
1710,Pete Moore,Kia,14592.857142857143,65488.0,Soul,13995,KNDJP3A54J7511912,2018,8656
1711,Pete Moore,Kia,14491.666666666666,8126.0,Rio,13995,3KPA24AB5KE179099,2019,9721
1712,Pete Moore,Mitsubishi,13300.0,81772.0,Outlander,13995,JA4AD3A36GZ035659,2016,7331
1713,Pete Moore,Mitsubishi,15089.285714285714,70546.0,Outlander,13995,JA4AD3A30HZ014033,2017,7649
1714,Pete Moore,Volkswagen,8881.25,40596.0,Passat,13995,1VWBN7A32DC127670,2013,6449
1715,Pete Moore,Chevrolet,13439.285714285714,39987.0,Cruze,14575,1G1BE5SM3H7269497,2017,7612
1716,Pete Moore,Chrysler,11106.25,110000.0,Town & Country,14775,2C4RC1GG4ER275231,2014,6834
1717,Pete Moore,Ford,13267.857142857143,15587.0,Fiesta,14795,3FADP4BJ9JM103741,2018,8694
1718,Pete Moore,Chevrolet,14350.0,101873.0,Equinox,14995,2GNALDEK6G6191834,2016,7326
1719,Pete Moore,Ford,16332.5,45921.0,Focus,14995,1FADP3K26JL251804,2018,8695
1720,Pete Moore,Honda,16727.5,94278.0,CR-V,14995,2HKRM4H30FH604273,2015,7096
1721,Pete Moore,Jeep,14450.0,68721.0,Patriot,14995,1C4NJPFA8HD117258,2017,7817
1722,Pete Moore,Kia,2600.0,26541.0,Forte5,14995,KNAFK5A87J5772910,2018,0
1723,Pete Moore,Kia,14491.666666666666,15610.0,Rio,14995,3KPA24AB4KE246758,2019,9721
1724,Pete Moore,Kia,16591.666666666668,34695.0,Soul,14995,KNDJN2A28K7643983,2019,9630
1725,Pete Moore,Mitsubishi,15089.285714285714,45267.0,Outlander,14995,JA4AD2A3XHZ031724,2017,7649
1726,Pete Moore,Toyota,16112.5,52773.0,Camry,14995,4T4BF1FK2GR559303,2016,7293
1727,Pete Moore,Volkswagen,14900.0,38898.0,Jetta,14995,3VW2B7AJ3HM373932,2017,7777
1728,Pete Moore,Chevrolet,13095.833333333334,32485.0,Trax,15995,3GNCJKSB6GL255129,2016,7415
1729,Pete Moore,Chevrolet,15935.0,24853.0,Cruze,15995,3G1BC6SM7KS529517,2019,9566
1730,Pete Moore,GMC,8011.363636363636,70124.0,Canyon,15995,1GTCS139698134856,2009,5227
1731,Pete Moore,Hyundai,19150.0,69015.0,Santa Fe Sport,15995,5XYZT3LB9HG391829,2017,7632
1732,Pete Moore,Kia,2600.0,10797.0,Soul,15995,KNDJ22AU4L7701423,2020,0
1733,Pete Moore,Nissan,16296.875,36428.0,Sentra,15995,3N1AB7AP3KL609126,2019,9762
1734,Pete Moore,Volkswagen,,32231.0,Golf,15995,3VW217AU2FM038249,2015,6942
1735,Pete Moore,Volkswagen,14900.0,32666.0,Jetta,15995,3VWDB7AJXHM276767,2017,7777
1736,Pete Moore,Volkswagen,16232.5,46569.0,Tiguan,15995,WVGAV7AX3HW503858,2017,7775
1737,Pete Moore,Nissan,16296.875,27439.0,Sentra,16575,3N1AB7AP0KY310938,2019,9762
1738,Pete Moore,Chevrolet,14645.833333333334,13290.0,Trax,16775,3GNCJKSB3HL204446,2017,7627
1739,Pete Moore,Ford,18017.85714285714,33615.0,Escape,16895,1FMCU0GD4JUB67705,2018,8673
1740,Pete Moore,Buick,15679.545454545454,18746.0,Encore,16995,KL4CJASB9HB005299,2017,7659
1741,Pete Moore,Chevrolet,2600.0,136489.0,Express Cargo Van,16995,1GCWGFCFXF1235016,2015,0
1742,Pete Moore,Chevrolet,14350.0,48535.0,Equinox,16995,2GNALBEK1G1118050,2016,7326
1743,Pete Moore,Chevrolet,13439.285714285714,34085.0,Cruze,16995,3G1BE6SM9HS509112,2017,7612
1744,Pete Moore,Chevrolet,16450.0,63850.0,Equinox,16995,2GNALCEKXH1548750,2017,7728
1745,Pete Moore,Chevrolet,17780.0,39530.0,Malibu,16995,1G1ZD5ST0JF132358,2018,8634
1746,Pete Moore,Ford,15770.0,31304.0,Escape,16995,1FMCU0F72HUC59028,2017,7588
1747,Pete Moore,Honda,16495.0,49395.0,Fit,16995,3HGGK5H04JM716393,2018,8514
1748,Pete Moore,Hyundai,15737.5,24005.0,Veloster,16995,KMHTC6AD9HU317316,2017,7847
1749,Pete Moore,Hyundai,2600.0,3699.0,Elantra,16995,KMHD74LF4LU010804,2020,0
1750,Pete Moore,Kia,14700.0,13282.0,Forte,16995,3KPF24ADXKE019694,2019,9181
1751,Pete Moore,Kia,16591.666666666668,18620.0,Soul,16995,KNDJN2A26K7672124,2019,9630
1752,Pete Moore,Kia,2600.0,17336.0,Soul,16995,KNDJ23AU8L7070505,2020,0
1753,Pete Moore,Mazda,15941.666666666666,96306.0,CX-5,16995,JM3KE2DY0G0744737,2016,7257
1754,Pete Moore,Mitsubishi,17718.18181818182,46488.0,Outlander,16995,JA4AD2A31JZ068148,2018,8984
1755,Pete Moore,Nissan,15421.42857142857,39187.0,Altima,16995,1N4AL3APXHC235501,2017,7756
1756,Pete Moore,Nissan,17195.0,48056.0,Rogue,16995,KNMAT2MV0HP599756,2017,7760
1757,Pete Moore,Toyota,18830.555555555555,48575.0,Camry,16995,4T1BF1FK8HU348201,2017,7762
1758,Pete Moore,Volkswagen,14900.0,21437.0,Jetta,16995,3VWDB7AJXHM261296,2017,7777
1759,Pete Moore,Hyundai,17362.5,36977.0,Tucson,17275,KM8J23A40HU455870,2017,7736
1760,Pete Moore,Chevrolet,13439.285714285714,28674.0,Cruze,17575,3G1BE5SM5HS562867,2017,7612
1761,Pete Moore,Chevrolet,16329.166666666666,16515.0,Trax,17575,3GNCJLSB3JL377735,2018,8974
1762,Pete Moore,Hyundai,2600.0,24124.0,Elantra,17975,5NPD84LF7LH563202,2020,0
1763,Pete Moore,Acura,19525.0,42239.0,ILX,17995,19UDE2F31HA008843,2017,7677
1764,Pete Moore,Buick,15679.545454545454,34772.0,Encore,17995,KL4CJASB3HB147552,2017,7659
1765,Pete Moore,Chevrolet,22325.0,120162.0,Traverse,17995,1GNKRHKD0HJ262160,2017,7732
1766,Pete Moore,Chevrolet,14075.0,27273.0,Cruze,17995,1G1BC5SM8J7211462,2018,9033
1767,Pete Moore,Chevrolet,17780.0,40055.0,Malibu,17995,1G1ZD5ST4JF249425,2018,8634
1768,Pete Moore,Chevrolet,17780.0,53060.0,Malibu,17995,1G1ZD5ST9JF230496,2018,8634
1769,Pete Moore,Chevrolet,16329.166666666666,19854.0,Trax,17995,KL7CJLSB6JB726314,2018,8974
1770,Pete Moore,Chevrolet,16329.166666666666,14239.0,Trax,17995,3GNCJLSB1JL255360,2018,8974
1771,Pete Moore,Dodge,17828.125,46211.0,Journey,17995,3C4PDCEG6JT362977,2018,8676
1772,Pete Moore,Hyundai,17156.81818181818,47024.0,Sonata,17995,5NPE34AB9HH580674,2017,7737
1773,Pete Moore,Jeep,16725.0,58136.0,Renegade,17995,ZACCJABB2HPF37988,2017,7742
1774,Pete Moore,Lexus,2600.0,95520.0,RX 350,17995,2T2BK1BA6DC155335,2013,0
1775,Pete Moore,MINI,2600.0,40986.0,Cooper S Countryman,17995,WMWZC3C59GWT09607,2016,0
1776,Pete Moore,Mitsubishi,12545.0,27658.0,Lancer,17995,JA32V2FW6HU011718,2017,7891
1777,Pete Moore,Nissan,17560.0,42562.0,Altima,17995,1N4AL3AP3JC210509,2018,8473
1778,Pete Moore,Toyota,16262.5,39982.0,Corolla iM,17995,JTNKARJE2JJ573722,2018,8853
1779,Pete Moore,Toyota,17627.272727272728,8035.0,Corolla,17995,5YFBURHE4KP864852,2019,9266
1780,Pete Moore,Toyota,17627.272727272728,22618.0,Corolla,17995,5YFBURHE3KP920750,2019,9266
1781,Pete Moore,Toyota,17627.272727272728,21889.0,Corolla,17995,5YFBURHE4KP921230,2019,9266
1782,Pete Moore,Volkswagen,2600.0,29669.0,Tiguan Limited,17995,WVGAV7AX7HK042655,2017,0
1783,Pete Moore,Volkswagen,20202.083333333332,8378.0,Jetta,17995,3VWCB7BU6KM233877,2019,9173
1784,Pete Moore,Chevrolet,16730.0,21587.0,Malibu,18975,1G1ZE5ST1HF146485,2017,7802
1785,Pete Moore,Chevrolet,14075.0,12831.0,Cruze,18975,1G1BE5SM1J7203651,2018,9033
1786,Pete Moore,Buick,18182.14285714286,24726.0,Encore,18995,KL4CJCSM7KB847658,2019,9287
1787,Pete Moore,Chevrolet,16730.0,58999.0,Malibu,18995,1G1ZE5STXHF199251,2017,7802
1788,Pete Moore,Chevrolet,21620.0,30206.0,Equinox,18995,2GNAXKEV8K6292806,2019,9616
1789,Pete Moore,Chevrolet,21620.0,23985.0,Equinox,18995,3GNAXHEV0KS543662,2019,9616
1790,Pete Moore,Chevrolet,19395.833333333332,29762.0,Malibu,18995,1G1ZD5ST6KF105361,2019,9318
1791,Pete Moore,Honda,18593.75,47833.0,HR-V,18995,3CZRU5H31JM713652,2018,8515
1792,Pete Moore,Hyundai,17362.5,27682.0,Tucson,18995,KM8J33A4XHU474293,2017,7736
1793,Pete Moore,Hyundai,18639.583333333332,25569.0,Tucson,18995,KM8J33A49JU801000,2018,8697
1794,Pete Moore,INFINITI,,61262.0,QX60,18995,5N1AL0MN4FC508072,2015,7191
1795,Pete Moore,Mitsubishi,16552.272727272728,26494.0,Outlander Sport,18995,JA4AR3AU4KU012882,2019,9874
1796,Pete Moore,Nissan,17241.666666666668,16794.0,Kicks,18995,3N1CP5CU7KL506857,2019,9605
1797,Pete Moore,Volkswagen,17139.583333333332,33086.0,Golf,18995,3VW217AU3HM076284,2017,7771
1798,Pete Moore,Volkswagen,2600.0,3746.0,Jetta,18995,3VWCB7BU7LM001743,2020,0
1799,Pete Moore,Volkswagen,2600.0,5912.0,Passat,18995,1VWAA7A34LC014406,2020,0
1800,Pete Moore,Toyota,15907.142857142857,15774.0,Corolla,19495,5YFBURHE4JP787107,2018,8238
1801,Pete Moore,Ford,2600.0,29617.0,Fusion Hybrid,19575,3FA6P0LU5KR241226,2019,0
1802,Pete Moore,Buick,15679.545454545454,22880.0,Encore,19995,KL4CJCSBXHB182326,2017,7659
1803,Pete Moore,Buick,18760.714285714286,23620.0,Regal,19995,2G4GL5EX7H9149608,2017,7823
1804,Pete Moore,Chevrolet,16730.0,14634.0,Malibu,19995,1G1ZE5ST6HF264791,2017,7802
1805,Pete Moore,Chevrolet,19556.666666666668,30816.0,Equinox,19995,2GNAXJEV3J6334193,2018,7991
1806,Pete Moore,Chevrolet,18816.666666666668,56960.0,Impala,19995,2G1125S37J9167460,2018,8633
1807,Pete Moore,Chevrolet,21620.0,20356.0,Equinox,19995,2GNAXKEV6K6261733,2019,9616
1808,Pete Moore,Chevrolet,19395.833333333332,28468.0,Malibu,19995,1G1ZB5ST5KF172247,2019,9318
1809,Pete Moore,Chevrolet,17854.166666666668,7053.0,Trax,19995,3GNCJLSB4KL261347,2019,9670
1810,Pete Moore,Chrysler,14741.666666666666,63576.0,Town & Country,19995,2C4RC1CG8GR240023,2016,7451
1811,Pete Moore,Chrysler,23135.0,63478.0,Pacifica,19995,2C4RC1FG5JR188918,2018,8975
1812,Pete Moore,Dodge,18091.666666666668,35603.0,Grand Caravan,19995,2C4RDGEG3KR535648,2019,9639
1813,Pete Moore,Honda,2600.0,71441.0,Accord Sedan,19995,1HGCR2F99HA123629,2017,0
1814,Pete Moore,Honda,2600.0,21915.0,Civic Sedan,19995,19XFC2F61KE003492,2019,0
1815,Pete Moore,Honda,20811.11111111111,39372.0,HR-V,19995,3CZRU5H35KG702265,2019,9623
1816,Pete Moore,Hyundai,14831.25,19349.0,Elantra,19995,KMHD04LB3JU722557,2018,8280
1817,Pete Moore,Kia,25371.666666666668,26506.0,Sorento,19995,5XYPG4A3XKG534100,2019,9138
1818,Pete Moore,Nissan,21515.0,31608.0,Maxima,19995,1N4AA6AP1HC387528,2017,7752
1819,Pete Moore,Nissan,18752.5,21720.0,Rogue,19995,KNMAT2MT5JP609475,2018,8478
1820,Pete Moore,Nissan,17241.666666666668,12409.0,Kicks,19995,3N1CP5CU1KL485603,2019,9605
1821,Pete Moore,Ram,19711.206896551725,60710.0,1500,19995,3C6JR6AT1EG163742,2014,6695
1822,Pete Moore,Toyota,2600.0,2068.0,Corolla,19995,JTDEPRAE1LJ110781,2020,0
1823,Pete Moore,Volkswagen,20202.083333333332,5110.0,Jetta,19995,3VWCB7BU4KM264349,2019,9173
1824,Pete Moore,Volkswagen,2600.0,1641.0,Jetta,19995,3VWCB7BUXLM013448,2020,0
1825,Pete Moore,Volkswagen,2600.0,5682.0,Passat,19995,1VWAA7A34LC001607,2020,0
1826,Pete Moore,Chevrolet,19556.666666666668,8373.0,Equinox,20975,2GNAXHEV6J6113003,2018,7991
1827,Pete Moore,Buick,15679.545454545454,13170.0,Encore,20995,KL4CJCSB4HB036522,2017,7659
1828,Pete Moore,Chevrolet,21620.0,20983.0,Equinox,20995,2GNAXKEV9K6261578,2019,9616
1829,Pete Moore,Chevrolet,21620.0,24948.0,Equinox,20995,2GNAXUEVXK6290437,2019,9616
1830,Pete Moore,Dodge,18091.666666666668,35638.0,Grand Caravan,20995,2C4RDGEG2KR578765,2019,9639
1831,Pete Moore,Ford,19885.416666666668,34284.0,Fusion,20995,3FA6P0CD8KR150161,2019,9263
1832,Pete Moore,Ford,19885.416666666668,28504.0,Fusion,20995,3FA6P0CDXKR180410,2019,9263
1833,Pete Moore,GMC,18433.333333333332,20799.0,Terrain,20995,2GKALMEK6H6232221,2017,7830
1834,Pete Moore,Honda,2600.0,42132.0,Accord Sedan,20995,1HGCV1F19JA095689,2018,0
1835,Pete Moore,Honda,2600.0,35471.0,Accord Sedan,20995,1HGCV1F15JA225001,2018,0
1836,Pete Moore,Jeep,22575.0,43390.0,Cherokee,20995,1C4PJLLB3KD110918,2019,9135
1837,Pete Moore,Jeep,20057.14285714286,10246.0,Renegade,20995,ZACNJABB8KPK04014,2019,9683
1838,Pete Moore,Mazda,2600.0,37901.0,Mazda6,20995,JM1GL1VM5K1501048,2019,0
1839,Pete Moore,Ram,,138388.0,1500,20995,1C6RR7KT0DS522481,2013,6398
1840,Pete Moore,Volkswagen,2600.0,34374.0,Jetta Sedan,20995,3VW4S7AJ9GM397935,2016,0
1841,Pete Moore,Volkswagen,16464.285714285714,38979.0,Passat,20995,1VWCT7A37HC038919,2017,7776
1842,Pete Moore,Volkswagen,20202.083333333332,9428.0,Jetta,20995,3VWC57BU0KM177734,2019,9173
1843,Pete Moore,Hyundai,19150.0,44175.0,Santa Fe Sport,21775,5XYZU4LA9HG445558,2017,7632
1844,Pete Moore,Acura,19525.0,25501.0,ILX,21995,19UDE2F78HA015565,2017,7677
1845,Pete Moore,Chevrolet,21620.0,7644.0,Equinox,21995,3GNAXHEV9KS677103,2019,9616
1846,Pete Moore,Honda,2600.0,30605.0,Accord Sedan,21995,1HGCR2F18HA207323,2017,0
1847,Pete Moore,Honda,21930.0,31522.0,CR-V,21995,7FARW5H39HE011999,2017,7797
1848,Pete Moore,Hyundai,18639.583333333332,30086.0,Tucson,21995,KM8J33A46JU698845,2018,8697
1849,Pete Moore,Jeep,19629.166666666668,49162.0,Wrangler,21995,1C4AJWAG3CL282430,2012,6274
1850,Pete Moore,Subaru,20665.0,47302.0,Crosstrek,21995,JF2GTADC0J8200137,2018,8175
1851,Pete Moore,Toyota,25032.5,27366.0,Camry,22575,4T1B11HK4KU771229,2019,9771
1852,Pete Moore,Chevrolet,2600.0,36276.0,Express Passenger,22895,1GAZGPFGXK1241232,2019,0
1853,Pete Moore,Chevrolet,2600.0,28306.0,Express Passenger,22895,1GAZGPFP5K1179514,2019,0
1854,Pete Moore,Chevrolet,2600.0,35987.0,Express Passenger,22895,1GAZGPFGXK1191013,2019,0
1855,Pete Moore,Chevrolet,2600.0,33757.0,Express Passenger,22895,1GAZGPFP1K1146686,2019,0
1856,Pete Moore,Ford,22131.25,86712.0,Explorer,22995,1FM5K7F88GGC24247,2016,7252
1857,Pete Moore,Honda,2600.0,10777.0,Civic Sedan,22995,19XFC1F73HE022590,2017,0
1858,Pete Moore,Honda,2600.0,20201.0,Civic Si Coupe,22995,2HGFC3A59JH757801,2018,0
1859,Pete Moore,Kia,19745.0,28721.0,Sedona,22995,KNDMB5C14H6320525,2017,7685
1860,Pete Moore,Kia,25371.666666666668,8247.0,Sorento,22995,5XYPG4A31KG605037,2019,9138
1861,Pete Moore,Ram,,19565.0,1500 Classic,22995,3C6JR6DT8KG561506,2019,9685
1862,Pete Moore,Toyota,23007.5,34245.0,Camry,22995,4T1B11HKXJU670338,2018,8073
1863,Pete Moore,Toyota,25032.5,34354.0,Camry,22995,4T1B11HK7KU716807,2019,9771
1864,Pete Moore,Volkswagen,2600.0,15548.0,Tiguan,22995,3VV1B7AX7LM056247,2020,0
1865,Pete Moore,Hyundai,20462.5,15345.0,Veloster,23495,KMHTH6AB4KU018727,2019,9179
1866,Pete Moore,Toyota,26933.928571428572,40288.0,Sienna,23775,5TDKZ3DC5JS905837,2018,8193
1867,Pete Moore,Chevrolet,2600.0,31619.0,Express Passenger,23995,1GAZGPFG2K1239345,2019,0
1868,Pete Moore,Chevrolet,2600.0,32841.0,Express Passenger,23995,1GAZGPFG9K1158584,2019,0
1869,Pete Moore,Honda,24120.0,18078.0,CR-V,23995,2HKRW5H37JH404208,2018,8011
1870,Pete Moore,INFINITI,21837.5,42301.0,QX50,23995,JN1BJ0RRXHM409539,2017,7835
1871,Pete Moore,Nissan,21515.0,37677.0,Maxima,23995,1N4AA6AP3HC412123,2017,7752
1872,Pete Moore,Ram,,24490.0,1500 Classic,23995,3C6JR6DT0KG546983,2019,9685
1873,Pete Moore,Subaru,21770.833333333332,68829.0,Outback,23995,4S4BSANC7H3320840,2017,7700
1874,Pete Moore,Audi,20875.0,40574.0,Q3,24995,WA1BFCFS2GR018842,2016,7283
1875,Pete Moore,Buick,21630.0,39175.0,LaCrosse,24995,1G4ZR5SS2HU182700,2017,7591
1876,Pete Moore,Chevrolet,,69643.0,Colorado,24995,1GCGSCE38F1128678,2015,6972
1877,Pete Moore,Chevrolet,26456.666666666668,74807.0,Colorado,24995,1GCGSBEN0H1173094,2017,7871
1878,Pete Moore,Chevrolet,21620.0,19219.0,Equinox,24995,2GNAXPEX4K6286919,2019,9616
1879,Pete Moore,Dodge,26425.0,35785.0,Charger,24995,2C3CDXBG9KH664420,2019,9622
1880,Pete Moore,Ford,38535.795454545456,25139.0,F-150,24995,1FTMF1C57KKD08142,2019,9675
1881,Pete Moore,Ford,2600.0,11000.0,Transit Connect Wagon,24995,NM0GS9F26K1412780,2019,0
1882,Pete Moore,GMC,20712.5,68631.0,Yukon,24995,1GKS2CE01ER194090,2014,6740
1883,Pete Moore,Honda,2600.0,11317.0,Accord Sedan,24995,1HGCV1F59JA116799,2018,0
