,Dealer,Manufacturer,Mileage,Model,Price,VIN,Year,modelYearId,MarketValue
730,Hill Kelly Dodge,CHEVROLET,49028.0,Silverado 1500,38775.0,3GCUKRECXHG458445,2017,7788,29153.22580645161
731,Hill Kelly Dodge,JEEP,13185.0,Grand Cherokee,39750.0,1C4RJFCG1JC333999,2018,8228,35447.72727272727
732,Hill Kelly Dodge,CHEVROLET,113075.0,Silverado 2500HD,39750.0,1GC1KWE85GF220869,2016,7509,
733,Hill Kelly Dodge,JEEP,3547.0,Gladiator,39975.0,1C6HJTAG5LL131450,2020,0,2600.0
734,Hill Kelly Dodge,VOLVO,28458.0,XC60,40725.0,YV4A22RL3J1046809,2018,8176,38358.333333333336
735,Hill Kelly Dodge,CHEVROLET,22613.0,Tahoe,41500.0,1GNSCAKC8KR151218,2019,9618,44720.83333333334
736,Hill Kelly Dodge,RAM,29741.0,1500,42985.0,1C6RR7NM5JS253703,2018,8947,30664.204545454544
737,Hill Kelly Dodge,TOYOTA,21416.0,4Runner,43250.0,JTEBU5JR0J5495503,2018,8855,34525.0
738,Hill Kelly Dodge,CHEVROLET,34455.0,Silverado 1500,43980.0,3GCUKSEC7JG644960,2018,8753,31433.796296296296
739,Hill Kelly Dodge,RAM,59733.0,2500,44500.0,3C6UR5DL5JG324509,2018,8948,34016.379310344826
740,Hill Kelly Dodge,FORD,29417.0,F-150,44500.0,1FTEW1EP0JFC86415,2018,8096,34787.5
741,Hill Kelly Dodge,JEEP,20546.0,Wrangler,47275.0,1C4HJXEG5KW598780,2019,9684,39045.0
742,Hill Kelly Dodge,CHEVROLET,20898.0,Silverado All New 1500,48500.0,1GCUYGEL0KZ142661,2019,0,2600.0
743,Hill Kelly Dodge,TOYOTA,4754.0,4Runner,52750.0,JTEBU5JR7L5790536,2020,0,2600.0
744,Hill Kelly Dodge,JEEP,11372.0,Gladiator,54500.0,1C6JJTBG2LL120647,2020,0,2600.0
745,Hill Kelly Dodge,RAM,16100.0,All New 1500,54575.0,1C6SRFHT4KN549780,2019,0,2600.0
746,Hill Kelly Dodge,GMC,8152.0,Sierra All New 1500,61000.0,3GTU9EET9LG262204,2020,0,2600.0
747,Hill Kelly Dodge,FORD,11576.0,F-450SD,78500.0,1FT8W4DT8KEF32065,2019,0,2600.0
759,Hill Kelly Dodge,FORD,109001.0,Fiesta,4950.0,3FADP4AJ4BM159394,2011,5539,4610.0
760,Hill Kelly Dodge,HONDA,199099.0,CR-V,5850.0,3CZRE38598G701244,2008,5051,7504.166666666668
761,Hill Kelly Dodge,KIA,119493.0,Soul,7400.0,KNDJT2A52C7439715,2012,6121,6816.666666666668
762,Hill Kelly Dodge,HONDA,134199.0,Civic,7750.0,19XFA1F61BE013603,2011,5909,6720.0
763,Hill Kelly Dodge,MAZDA,114108.0,Mazda3,7950.0,JM1BL1M77C1678210,2012,0,2600.0
764,Hill Kelly Dodge,HYUNDAI,117372.0,Sonata,7950.0,5NPEC4AC2BH305468,2011,5763,6925.0
765,Hill Kelly Dodge,NISSAN,135195.0,Murano,7975.0,JN8AZ1MU9AW013071,2010,5696,6841.666666666668
766,Hill Kelly Dodge,HYUNDAI,111993.0,Sonata,8950.0,5NPEB4AC5EH889436,2014,6852,11014.285714285714
767,Hill Kelly Dodge,DODGE,164461.0,Ram 1500,9450.0,1D7HU18P87J561748,2007,4726,8477.5
768,Hill Kelly Dodge,FORD,61430.0,Fiesta,9450.0,3FADP4EJ7GM162694,2016,7393,9542.857142857143
769,Hill Kelly Dodge,NISSAN,141332.0,Frontier,9950.0,1N6AD07W57C424783,2007,4800,6971.153846153847
770,Hill Kelly Dodge,HONDA,113405.0,Accord,10985.0,1HGCR2F32EA275307,2014,6675,13901.388888888889
771,Hill Kelly Dodge,DODGE,107909.0,Grand Caravan,11200.0,2C4RDGBGXGR250375,2016,7551,12716.666666666664
772,Hill Kelly Dodge,JEEP,107239.0,Cherokee,11450.0,1C4PJLAB9FW700909,2015,7102,13846.428571428569
773,Hill Kelly Dodge,HYUNDAI,118834.0,Santa Fe,11450.0,5XYZU3LB6DG098204,2013,6451,11243.75
774,Hill Kelly Dodge,DODGE,163812.0,Ram 1500,11500.0,3D7KS19D17G714763,2007,4726,8477.5
775,Hill Kelly Dodge,DODGE,109804.0,Journey,11500.0,3C4PDCGG1FT744984,2015,7108,12352.5
776,Hill Kelly Dodge,LINCOLN,82989.0,MKX,11750.0,2LMDJ6JK7CBL11879,2012,6313,11375.0
777,Hill Kelly Dodge,CHRYSLER,99454.0,300,11750.0,2C3CCAAG2DH697618,2013,6510,14331.25
778,Hill Kelly Dodge,HYUNDAI,115541.0,Santa Fe Sport,11985.0,5XYZU3LA5EG169028,2014,6931,12556.25
779,Hill Kelly Dodge,TOYOTA,209108.0,Sequoia,12450.0,5TDZY67A68S011787,2008,5104,12262.5
780,Hill Kelly Dodge,DODGE,86020.0,Grand Caravan,12900.0,2C4RDGCG6GR203150,2016,7551,12716.666666666664
781,Hill Kelly Dodge,MAZDA,90842.0,CX-5,13450.0,JM3KE2CY6E0427012,2014,6654,11516.666666666664
782,Hill Kelly Dodge,FORD,89773.0,Fusion,13925.0,3FA6P0H79HR402110,2017,7623,16731.666666666668
783,Hill Kelly Dodge,BMW,77840.0,3 Series,14000.0,WBA3C1G51DNR48246,2013,6482,14333.333333333336
784,Hill Kelly Dodge,HONDA,67386.0,CR-V,14450.0,2HKRM3H35EH555323,2014,6844,15095.0
785,Hill Kelly Dodge,KIA,75456.0,Soul,14500.0,KNDJX3A52F7155418,2015,7146,10300.0
786,Hill Kelly Dodge,BUICK,24113.0,Verano,14500.0,1G4PS5SK3E4116843,2014,6779,10262.5
787,Hill Kelly Dodge,DODGE,45792.0,Journey,14500.0,3C4PDCAB4JT296116,2018,8676,17828.125
788,Hill Kelly Dodge,CHEVROLET,20145.0,Cruze,15450.0,1G1BC5SM6J7113319,2018,9033,14075.0
789,Hill Kelly Dodge,CHEVROLET,12490.0,Trax,15500.0,3GNCJKSB7JL161543,2018,8974,16329.166666666664
790,Hill Kelly Dodge,NISSAN,40982.0,Frontier,15500.0,1N6BD0CT8EN711441,2014,6888,15673.214285714286
791,Hill Kelly Dodge,TOYOTA,29617.0,Yaris iA,15850.0,3MYDLBYV5JY333243,2018,8854,13587.5
792,Hill Kelly Dodge,MITSUBISHI,44235.0,Outlander Sport,15950.0,JA4AP4AW2JU001519,2018,8217,14661.111111111111
793,Hill Kelly Dodge,DODGE,57901.0,Grand Caravan,15975.0,2C4RDGBG8JR187994,2018,8950,16541.666666666668
794,Hill Kelly Dodge,DODGE,48713.0,Journey,16200.0,3C4PDCBG9JT184342,2018,8676,17828.125
795,Hill Kelly Dodge,FORD,46101.0,Fusion Hybrid,16200.0,3FA6P0RU4FR219506,2015,0,2600.0
796,Hill Kelly Dodge,VOLKSWAGEN,60322.0,Golf GTI,16575.0,3VW4T7AU5FM058210,2015,0,2600.0
797,Hill Kelly Dodge,LINCOLN,68373.0,MKX,16750.0,2LMDJ8JK3DBL45217,2013,6374,12862.5
798,Hill Kelly Dodge,HYUNDAI,40878.0,Santa Fe Sport,16985.0,5XYZU3LB0GG374879,2016,7411,15750.0
799,Hill Kelly Dodge,HONDA,48814.0,Accord,17600.0,1HGCR2F86FA015571,2015,7093,15826.470588235294
800,Hill Kelly Dodge,DODGE,66365.0,Challenger,17875.0,2C3CDYAG7EH195551,2014,6835,20393.75
801,Hill Kelly Dodge,NISSAN,106612.0,Titan,17875.0,1N6BA0EK1FN512892,2015,7174,20360.416666666668
802,Hill Kelly Dodge,DODGE,187080.0,Ram 2500,17950.0,3D7KR28C65G708240,2005,3971,7800.0
803,Hill Kelly Dodge,CHEVROLET,89.0,Sonic,17950.0,1G1JF5SB9L4120240,2020,0,2600.0
804,Hill Kelly Dodge,HYUNDAI,78005.0,Genesis,17985.0,KMHGN4JE3FU095023,2015,6964,18175.0
805,Hill Kelly Dodge,JEEP,73238.0,Cherokee,18225.0,1C4PJLCXXJD587811,2018,8678,20538.88888888889
806,Hill Kelly Dodge,CHEVROLET,41698.0,Equinox,18450.0,2GNAXJEV5J6151734,2018,7991,19556.666666666668
807,Hill Kelly Dodge,VOLKSWAGEN,28962.0,Jetta,18875.0,3VW5T7AJ1HM338784,2017,7777,14900.0
808,Hill Kelly Dodge,MAZDA,104008.0,CX-5,18925.0,JM3KFACL5H0136582,2017,7745,19540.625
809,Hill Kelly Dodge,JEEP,33858.0,Cherokee,18975.0,1C4PJLCB0HW643824,2017,7741,18869.44444444444
810,Hill Kelly Dodge,DODGE,41350.0,Grand Caravan,18985.0,2C4RDGEG2KR534443,2019,9639,18091.666666666668
811,Hill Kelly Dodge,DODGE,43650.0,Grand Caravan,19425.0,2C4RDGCG7KR520394,2019,9639,18091.666666666668
812,Hill Kelly Dodge,DODGE,67987.0,Durango,19450.0,1C4RDHAG0FC236211,2015,7221,20215.625
813,Hill Kelly Dodge,DODGE,86627.0,Durango,19980.0,1C4RDHDG8FC139480,2015,7221,20215.625
814,Hill Kelly Dodge,DODGE,54163.0,Durango,20525.0,1C4RDHAGXFC795474,2015,7221,20215.625
815,Hill Kelly Dodge,FORD,29402.0,Fusion,20750.0,3FA6P0D92KR106232,2019,9263,19885.416666666668
816,Hill Kelly Dodge,DODGE,35999.0,Grand Caravan,20850.0,2C4RDGEG2KR646188,2019,9639,18091.666666666668
817,Hill Kelly Dodge,DODGE,40063.0,Grand Caravan,20900.0,2C4RDGEG4KR680195,2019,9639,18091.666666666668
818,Hill Kelly Dodge,DODGE,90839.0,Durango,20900.0,1C4RDHDG0GC308215,2016,7457,23234.375
819,Hill Kelly Dodge,RAM,56553.0,1500,20988.0,3C6JR6AT4GG382858,2016,7543,25197.580645161288
820,Hill Kelly Dodge,HONDA,37193.0,Civic,21450.0,SHHFK7H41JU207695,2018,8518,19916.40625
821,Hill Kelly Dodge,CHEVROLET,27420.0,Impala,21450.0,2G1105S38J9122730,2018,8633,18816.666666666668
822,Hill Kelly Dodge,JEEP,10380.0,Renegade,21675.0,ZACNJABB5KPK91483,2019,9683,20057.14285714286
823,Hill Kelly Dodge,DODGE,40956.0,Challenger,21850.0,2C3CDZBG6FH892974,2015,7016,27085.714285714286
824,Hill Kelly Dodge,CHRYSLER,28132.0,300,21950.0,2C3CCAAG7JH331813,2018,8677,22815.625
825,Hill Kelly Dodge,FORD,44558.0,Explorer,21985.0,1FM5K8D82FGC32626,2015,7009,15831.25
826,Hill Kelly Dodge,JEEP,31630.0,Cherokee,22425.0,1C4PJLDB9KD427505,2019,9135,22575.0
827,Hill Kelly Dodge,GMC,69309.0,Canyon,22450.0,1GTG5BE37G1307717,2016,7387,22539.58333333333
828,Hill Kelly Dodge,GMC,122763.0,Sierra 1500,22750.0,3GTP1UEC3EG142349,2014,6650,22655.55555555556
829,Hill Kelly Dodge,JEEP,399.0,Renegade,22775.0,ZACNJAB12KPK26727,2019,9683,20057.14285714286
830,Hill Kelly Dodge,TOYOTA,100177.0,Tacoma,22975.0,5TFAX5GN5GX071579,2016,7270,27687.5
831,Hill Kelly Dodge,CHRYSLER,11360.0,300,23300.0,2C3CCABG2FH803020,2015,7220,17434.090909090908
832,Hill Kelly Dodge,RAM,13895.0,1500 Classic,23950.0,3C6JR6DT6KG546843,2019,9685,
833,Hill Kelly Dodge,BUICK,27483.0,LaCrosse,24225.0,1G4ZR5SS5HU147617,2017,7591,21630.0
834,Hill Kelly Dodge,FORD,39728.0,Mustang,24250.0,1ZVBP8FF9E5246681,2014,6671,24808.33333333333
835,Hill Kelly Dodge,JEEP,18414.0,New Compass,24300.0,3C4NJDCB4HT689093,2017,0,2600.0
836,Hill Kelly Dodge,DODGE,33745.0,Challenger,24500.0,2C3CDZAG1HH604315,2017,7714,34991.666666666664
837,Hill Kelly Dodge,FORD,55858.0,Explorer,24500.0,1FM5K7F81GGC20394,2016,7252,22131.25
838,Hill Kelly Dodge,JEEP,95266.0,Wrangler JK,24525.0,1C4BJWFG0CL264660,2012,0,2600.0
839,Hill Kelly Dodge,CHRYSLER,29442.0,300,24650.0,2C3CCABG4KH589772,2019,9671,24046.875
840,Hill Kelly Dodge,KIA,28502.0,Cadenza,24716.0,KNALC4J12H5070940,2017,7663,20358.33333333333
841,Hill Kelly Dodge,KIA,31482.0,Sedona,24750.0,KNDMB5C13J6346099,2018,8991,22085.0
842,Hill Kelly Dodge,RAM,66475.0,1500,24900.0,3C6JR6BT8HG707544,2017,7789,28240.83333333333
843,Hill Kelly Dodge,JEEP,47127.0,Cherokee,24985.0,1C4PJMBB7HW538589,2017,7741,18869.44444444444
844,Hill Kelly Dodge,DODGE,15624.0,Challenger,25200.0,2C3CDZAG2JH339152,2018,8237,47242.857142857145
845,Hill Kelly Dodge,NISSAN,38322.0,Murano,25675.0,5N1AZ2MG9HN194745,2017,7757,20603.125
846,Hill Kelly Dodge,NISSAN,9030.0,Altima,25750.0,1N4AL4CV5KC228433,2019,9215,22538.461538461543
847,Hill Kelly Dodge,TOYOTA,12200.0,Camry,25750.0,4T1B11HK6KU832239,2019,9771,25032.5
848,Hill Kelly Dodge,JEEP,28703.0,Cherokee,25980.0,1C4PJLJS1GW315569,2016,7465,16822.222222222223
849,Hill Kelly Dodge,DODGE,35705.0,Challenger,26125.0,2C3CDZGG6HH574624,2017,7714,34991.666666666664
850,Hill Kelly Dodge,JEEP,44612.0,Grand Cherokee,26450.0,1C4RJECGXGC335849,2016,7463,25322.222222222223
851,Hill Kelly Dodge,SUBARU,19753.0,WRX,26675.0,JF1VA1C67K9810318,2019,9575,30039.285714285717
852,Hill Kelly Dodge,DODGE,27011.0,Charger,26700.0,2C3CDXHG1JH135128,2018,8946,34892.857142857145
853,Hill Kelly Dodge,CHRYSLER,4213.0,300,26750.0,2C3CCAAG1KH569013,2019,9671,24046.875
854,Hill Kelly Dodge,DODGE,47589.0,Durango,26775.0,1C4RDHDG3HC627237,2017,7814,26293.75
855,Hill Kelly Dodge,CHEVROLET,22271.0,Camaro,26850.0,1G1FB1RS9J0144297,2018,8481,33837.5
856,Hill Kelly Dodge,CHRYSLER,24196.0,Pacifica,26950.0,2C4RC1BG1KR581368,2019,9627,25841.66666666667
857,Hill Kelly Dodge,AUDI,35281.0,A4,26980.0,WAUGMAF41KN006217,2019,9659,32889.28571428572
858,Hill Kelly Dodge,JEEP,70548.0,Grand Cherokee,26985.0,1C4RJFAG2HC733910,2017,7671,29567.5
859,Hill Kelly Dodge,DODGE,51554.0,Durango,27550.0,1C4RDHAG6JC226579,2018,8134,31044.44444444444
860,Hill Kelly Dodge,DODGE,118661.0,Challenger,27895.0,2C3CDZFJ4GH202629,2016,7453,33455.0
861,Hill Kelly Dodge,HYUNDAI,31981.0,Santa Fe,27950.0,KM8SR4HF6JU294198,2018,8277,24170.83333333333
862,Hill Kelly Dodge,FORD,37576.0,Explorer,27975.0,1FM5K7D88JGA17576,2018,8233,28668.75
863,Hill Kelly Dodge,NISSAN,29470.0,Murano,28575.0,5N1AZ2MG4JN156829,2018,8476,23100.0
864,Hill Kelly Dodge,GMC,37337.0,Acadia,29200.0,1GKKNNLS1HZ129719,2017,7615,23809.615384615387
865,Hill Kelly Dodge,CHEVROLET,103329.0,Silverado 1500,29450.0,3GCUKSEC9EG409823,2014,6649,22434.821428571428
866,Hill Kelly Dodge,RAM,38791.0,1500,29450.0,1C6RR6KM5JS314921,2018,8947,30664.204545454544
867,Hill Kelly Dodge,DODGE,34099.0,Charger,29450.0,2C3CDXHG8KH597106,2019,9622,26425.0
868,Hill Kelly Dodge,JEEP,19419.0,Grand Cherokee,29450.0,1C4RJEAG9KC816901,2019,9682,39634.09090909091
869,Hill Kelly Dodge,JEEP,88045.0,Wrangler JK,29500.0,1C4BJWDG6GL129501,2016,0,2600.0
870,Hill Kelly Dodge,TOYOTA,2118.0,Tacoma,29750.0,5TFRX5GN5LX172540,2020,0,2600.0
871,Hill Kelly Dodge,RAM,1215.0,1500 Classic,29750.0,1C6RR6KG9KS521212,2019,9685,
872,Hill Kelly Dodge,DODGE,8014.0,Challenger,29975.0,2C3CDZJG8KH541494,2019,9625,40681.25
873,Hill Kelly Dodge,FORD,30660.0,Explorer,30750.0,1FM5K7F81HGC99020,2017,7733,26625.0
874,Hill Kelly Dodge,FORD,62641.0,Expedition EL,30975.0,1FMJK1JT7HEA61952,2017,0,2600.0
875,Hill Kelly Dodge,RAM,54925.0,1500,30988.0,3C6RR7KT1HG543742,2017,7789,28240.83333333333
876,Hill Kelly Dodge,JEEP,4098.0,Wrangler,34250.0,1C4HJXDN9JW292776,2018,8680,31566.66666666667
877,Hill Kelly Dodge,TOYOTA,35550.0,4Runner,34975.0,JTEBU5JRXJ5512789,2018,8855,34525.0
878,Hill Kelly Dodge,CHRYSLER,15354.0,Pacifica,34975.0,2C4RC1GG3LR156423,2020,0,2600.0
879,Hill Kelly Dodge,JEEP,4888.0,Wrangler,35425.0,1C4HJXDN2JW268125,2018,8680,31566.66666666667
880,Hill Kelly Dodge,RAM,29548.0,1500,36450.0,1C6RR7LT6JS257026,2018,8947,30664.204545454544
881,Hill Kelly Dodge,CHEVROLET,67231.0,Silverado 1500,36450.0,3GCUKSEC8GG277544,2016,7512,26481.818181818184
882,Hill Kelly Dodge,FORD,10281.0,Mustang,36950.0,1FA6P8CF0K5194061,2019,9185,33497.22222222222
883,Hill Kelly Dodge,TOYOTA,33012.0,4Runner,37500.0,JTEBU5JR4J5505482,2018,8855,34525.0
884,Hill Kelly Dodge,CHEVROLET,48165.0,Silverado 1500,37500.0,3GCUKREC7HG164890,2017,7788,29153.22580645161
885,Hill Kelly Dodge,CHEVROLET,49028.0,Silverado 1500,38775.0,3GCUKRECXHG458445,2017,7788,29153.22580645161
886,Hill Kelly Dodge,JEEP,13185.0,Grand Cherokee,39750.0,1C4RJFCG1JC333999,2018,8228,35447.72727272727
887,Hill Kelly Dodge,CHEVROLET,113075.0,Silverado 2500HD,39750.0,1GC1KWE85GF220869,2016,7509,
888,Hill Kelly Dodge,JEEP,3547.0,Gladiator,39975.0,1C6HJTAG5LL131450,2020,0,2600.0
889,Hill Kelly Dodge,VOLVO,28458.0,XC60,40725.0,YV4A22RL3J1046809,2018,8176,38358.333333333336
890,Hill Kelly Dodge,CHEVROLET,22613.0,Tahoe,41500.0,1GNSCAKC8KR151218,2019,9618,44720.83333333334
891,Hill Kelly Dodge,RAM,29741.0,1500,42985.0,1C6RR7NM5JS253703,2018,8947,30664.204545454544
892,Hill Kelly Dodge,TOYOTA,21416.0,4Runner,43250.0,JTEBU5JR0J5495503,2018,8855,34525.0
893,Hill Kelly Dodge,CHEVROLET,34455.0,Silverado 1500,43980.0,3GCUKSEC7JG644960,2018,8753,31433.796296296296
894,Hill Kelly Dodge,RAM,59733.0,2500,44500.0,3C6UR5DL5JG324509,2018,8948,34016.379310344826
895,Hill Kelly Dodge,FORD,29417.0,F-150,44500.0,1FTEW1EP0JFC86415,2018,8096,34787.5
896,Hill Kelly Dodge,JEEP,20546.0,Wrangler,47275.0,1C4HJXEG5KW598780,2019,9684,39045.0
897,Hill Kelly Dodge,CHEVROLET,20898.0,Silverado All New 1500,48500.0,1GCUYGEL0KZ142661,2019,0,2600.0
898,Hill Kelly Dodge,TOYOTA,4754.0,4Runner,52750.0,JTEBU5JR7L5790536,2020,0,2600.0
899,Hill Kelly Dodge,JEEP,11372.0,Gladiator,54500.0,1C6JJTBG2LL120647,2020,0,2600.0
900,Hill Kelly Dodge,RAM,16100.0,All New 1500,54575.0,1C6SRFHT4KN549780,2019,0,2600.0
901,Hill Kelly Dodge,GMC,8152.0,Sierra All New 1500,61000.0,3GTU9EET9LG262204,2020,0,2600.0
902,Hill Kelly Dodge,FORD,11576.0,F-450SD,78500.0,1FT8W4DT8KEF32065,2019,0,2600.0
914,Hill Kelly Dodge,FORD,109001.0,Fiesta,4950.0,3FADP4AJ4BM159394,2011,5539,4610.0
915,Hill Kelly Dodge,HONDA,199099.0,CR-V,5850.0,3CZRE38598G701244,2008,5051,7504.166666666668
916,Hill Kelly Dodge,KIA,119493.0,Soul,7400.0,KNDJT2A52C7439715,2012,6121,6816.666666666668
917,Hill Kelly Dodge,HONDA,134199.0,Civic,7750.0,19XFA1F61BE013603,2011,5909,6720.0
918,Hill Kelly Dodge,MAZDA,114108.0,Mazda3,7950.0,JM1BL1M77C1678210,2012,0,2600.0
919,Hill Kelly Dodge,HYUNDAI,117372.0,Sonata,7950.0,5NPEC4AC2BH305468,2011,5763,6925.0
920,Hill Kelly Dodge,NISSAN,135195.0,Murano,7975.0,JN8AZ1MU9AW013071,2010,5696,6841.666666666668
921,Hill Kelly Dodge,HYUNDAI,111993.0,Sonata,8950.0,5NPEB4AC5EH889436,2014,6852,11014.285714285714
922,Hill Kelly Dodge,DODGE,164461.0,Ram 1500,9450.0,1D7HU18P87J561748,2007,4726,8477.5
923,Hill Kelly Dodge,FORD,61430.0,Fiesta,9450.0,3FADP4EJ7GM162694,2016,7393,9542.857142857143
924,Hill Kelly Dodge,NISSAN,141332.0,Frontier,9950.0,1N6AD07W57C424783,2007,4800,6971.153846153847
925,Hill Kelly Dodge,HONDA,113405.0,Accord,10985.0,1HGCR2F32EA275307,2014,6675,13901.388888888889
926,Hill Kelly Dodge,DODGE,107909.0,Grand Caravan,11200.0,2C4RDGBGXGR250375,2016,7551,12716.666666666664
927,Hill Kelly Dodge,JEEP,107239.0,Cherokee,11450.0,1C4PJLAB9FW700909,2015,7102,13846.428571428569
928,Hill Kelly Dodge,HYUNDAI,118834.0,Santa Fe,11450.0,5XYZU3LB6DG098204,2013,6451,11243.75
929,Hill Kelly Dodge,DODGE,163812.0,Ram 1500,11500.0,3D7KS19D17G714763,2007,4726,8477.5
930,Hill Kelly Dodge,DODGE,109804.0,Journey,11500.0,3C4PDCGG1FT744984,2015,7108,12352.5
931,Hill Kelly Dodge,LINCOLN,82989.0,MKX,11750.0,2LMDJ6JK7CBL11879,2012,6313,11375.0
932,Hill Kelly Dodge,CHRYSLER,99454.0,300,11750.0,2C3CCAAG2DH697618,2013,6510,14331.25
933,Hill Kelly Dodge,HYUNDAI,115541.0,Santa Fe Sport,11985.0,5XYZU3LA5EG169028,2014,6931,12556.25
934,Hill Kelly Dodge,TOYOTA,209108.0,Sequoia,12450.0,5TDZY67A68S011787,2008,5104,12262.5
935,Hill Kelly Dodge,DODGE,86020.0,Grand Caravan,12900.0,2C4RDGCG6GR203150,2016,7551,12716.666666666664
936,Hill Kelly Dodge,MAZDA,90842.0,CX-5,13450.0,JM3KE2CY6E0427012,2014,6654,11516.666666666664
937,Hill Kelly Dodge,FORD,89773.0,Fusion,13925.0,3FA6P0H79HR402110,2017,7623,16731.666666666668
938,Hill Kelly Dodge,BMW,77840.0,3 Series,14000.0,WBA3C1G51DNR48246,2013,6482,14333.333333333336
939,Hill Kelly Dodge,HONDA,67386.0,CR-V,14450.0,2HKRM3H35EH555323,2014,6844,15095.0
940,Hill Kelly Dodge,KIA,75456.0,Soul,14500.0,KNDJX3A52F7155418,2015,7146,10300.0
941,Hill Kelly Dodge,BUICK,24113.0,Verano,14500.0,1G4PS5SK3E4116843,2014,6779,10262.5
942,Hill Kelly Dodge,DODGE,45792.0,Journey,14500.0,3C4PDCAB4JT296116,2018,8676,17828.125
943,Hill Kelly Dodge,CHEVROLET,20145.0,Cruze,15450.0,1G1BC5SM6J7113319,2018,9033,14075.0
944,Hill Kelly Dodge,CHEVROLET,12490.0,Trax,15500.0,3GNCJKSB7JL161543,2018,8974,16329.166666666664
945,Hill Kelly Dodge,NISSAN,40982.0,Frontier,15500.0,1N6BD0CT8EN711441,2014,6888,15673.214285714286
946,Hill Kelly Dodge,TOYOTA,29617.0,Yaris iA,15850.0,3MYDLBYV5JY333243,2018,8854,13587.5
947,Hill Kelly Dodge,MITSUBISHI,44235.0,Outlander Sport,15950.0,JA4AP4AW2JU001519,2018,8217,14661.111111111111
948,Hill Kelly Dodge,DODGE,57901.0,Grand Caravan,15975.0,2C4RDGBG8JR187994,2018,8950,16541.666666666668
949,Hill Kelly Dodge,DODGE,48713.0,Journey,16200.0,3C4PDCBG9JT184342,2018,8676,17828.125
950,Hill Kelly Dodge,FORD,46101.0,Fusion Hybrid,16200.0,3FA6P0RU4FR219506,2015,0,2600.0
951,Hill Kelly Dodge,VOLKSWAGEN,60322.0,Golf GTI,16575.0,3VW4T7AU5FM058210,2015,0,2600.0
952,Hill Kelly Dodge,LINCOLN,68373.0,MKX,16750.0,2LMDJ8JK3DBL45217,2013,6374,12862.5
953,Hill Kelly Dodge,HYUNDAI,40878.0,Santa Fe Sport,16985.0,5XYZU3LB0GG374879,2016,7411,15750.0
954,Hill Kelly Dodge,HONDA,48814.0,Accord,17600.0,1HGCR2F86FA015571,2015,7093,15826.470588235294
955,Hill Kelly Dodge,DODGE,66365.0,Challenger,17875.0,2C3CDYAG7EH195551,2014,6835,20393.75
956,Hill Kelly Dodge,NISSAN,106612.0,Titan,17875.0,1N6BA0EK1FN512892,2015,7174,20360.416666666668
957,Hill Kelly Dodge,DODGE,187080.0,Ram 2500,17950.0,3D7KR28C65G708240,2005,3971,7800.0
958,Hill Kelly Dodge,CHEVROLET,89.0,Sonic,17950.0,1G1JF5SB9L4120240,2020,0,2600.0
959,Hill Kelly Dodge,HYUNDAI,78005.0,Genesis,17985.0,KMHGN4JE3FU095023,2015,6964,18175.0
960,Hill Kelly Dodge,JEEP,73238.0,Cherokee,18225.0,1C4PJLCXXJD587811,2018,8678,20538.88888888889
961,Hill Kelly Dodge,CHEVROLET,41698.0,Equinox,18450.0,2GNAXJEV5J6151734,2018,7991,19556.666666666668
962,Hill Kelly Dodge,VOLKSWAGEN,28962.0,Jetta,18875.0,3VW5T7AJ1HM338784,2017,7777,14900.0
963,Hill Kelly Dodge,MAZDA,104008.0,CX-5,18925.0,JM3KFACL5H0136582,2017,7745,19540.625
964,Hill Kelly Dodge,JEEP,33858.0,Cherokee,18975.0,1C4PJLCB0HW643824,2017,7741,18869.44444444444
965,Hill Kelly Dodge,DODGE,41350.0,Grand Caravan,18985.0,2C4RDGEG2KR534443,2019,9639,18091.666666666668
966,Hill Kelly Dodge,DODGE,43650.0,Grand Caravan,19425.0,2C4RDGCG7KR520394,2019,9639,18091.666666666668
967,Hill Kelly Dodge,DODGE,67987.0,Durango,19450.0,1C4RDHAG0FC236211,2015,7221,20215.625
968,Hill Kelly Dodge,DODGE,86627.0,Durango,19980.0,1C4RDHDG8FC139480,2015,7221,20215.625
969,Hill Kelly Dodge,DODGE,54163.0,Durango,20525.0,1C4RDHAGXFC795474,2015,7221,20215.625
970,Hill Kelly Dodge,FORD,29402.0,Fusion,20750.0,3FA6P0D92KR106232,2019,9263,19885.416666666668
971,Hill Kelly Dodge,DODGE,35999.0,Grand Caravan,20850.0,2C4RDGEG2KR646188,2019,9639,18091.666666666668
972,Hill Kelly Dodge,DODGE,40063.0,Grand Caravan,20900.0,2C4RDGEG4KR680195,2019,9639,18091.666666666668
973,Hill Kelly Dodge,DODGE,90839.0,Durango,20900.0,1C4RDHDG0GC308215,2016,7457,23234.375
974,Hill Kelly Dodge,RAM,56553.0,1500,20988.0,3C6JR6AT4GG382858,2016,7543,25197.580645161288
975,Hill Kelly Dodge,HONDA,37193.0,Civic,21450.0,SHHFK7H41JU207695,2018,8518,19916.40625
976,Hill Kelly Dodge,CHEVROLET,27420.0,Impala,21450.0,2G1105S38J9122730,2018,8633,18816.666666666668
977,Hill Kelly Dodge,JEEP,10380.0,Renegade,21675.0,ZACNJABB5KPK91483,2019,9683,20057.14285714286
978,Hill Kelly Dodge,DODGE,40956.0,Challenger,21850.0,2C3CDZBG6FH892974,2015,7016,27085.714285714286
